Visit_ID,Pet_ID,Pet_Name,Species,Breed,Gender,Age_Years,Neutered,Owner_Name,Owner_City,Clinic,Vet_Name,Visit_Date,Visit_Type,Diagnosis,Medication_Prescribed,Consultation_Fee,Medicine_Cost,Total_Bill,Discount_Pct,Net_Bill,Payment_Method,Insurance_Claimed,Follow_Up_Required,Follow_Up_Date,Visit_Duration_Mins,Satisfaction_Score
VIS-003141,PET-01139,Bruno,Dog,Pomeranian,Female,1.9,Yes,Owner_8937,Chennai,VetPlus Mumbai,Dr. Rahul Mehta,2023-07-11,Dental Cleaning,Healthy,Yes,3006.0,1870.49,4876.49,0,4876.49,Insurance,Yes,No,,119,4
VIS-003142,PET-02390,Luna,Cat,Bengal,Male,1.1,Yes,Owner_3317,Pune,VetPlus Mumbai,Dr. Priya Sharma,2023-07-11,Dental Cleaning,Obesity,No,1643.78,1086.09,2729.87,15,2320.39,UPI,No,Yes,2023-08-03,53,4
VIS-003143,PET-00429,Rocky,Cat,Ragdoll,Male,0.1,No,Owner_1757,Bangalore,VetPlus Mumbai,Dr. Sneha Rao,2023-07-12,Grooming,Dental Disease,Yes,985.86,1142.52,2128.38,0,2128.38,Credit Card,Yes,No,,108,3
VIS-003144,PET-02302,Tiger,Bird,Cockatiel,Female,0.9,Yes,Owner_9336,Bangalore,VetPlus Mumbai,Dr. Ananya Singh,2023-07-12,Lab Test,Ear Infection,No,2074.9,854.44,2929.34,0,2929.34,Insurance,No,No,,36,5
VIS-003145,PET-01708,Kitty,Fish,Goldfish,Male,6.7,No,Owner_5730,Chennai,HealPet Bangalore,Dr. Arjun Patel,2023-07-12,Follow-up,Healthy,Yes,351.39,1626.82,1978.21,0,1978.21,Cash,No,No,,106,5
VIS-003146,PET-02635,Bruno,Hamster,Dwarf,Male,1.3,Yes,Owner_5569,Mumbai,PetMed Hyderabad,Dr. Kabir Joshi,2023-07-12,Grooming,Healthy,Yes,954.29,1858.1,2812.39,0,2812.39,Credit Card,No,No,,47,2
VIS-003147,PET-02661,Kitty,Cat,British Shorthair,Female,3.1,Yes,Owner_3786,Jaipur,CityVet Kolkata,Dr. Kabir Joshi,2023-07-13,Routine Checkup,Arthritis,Yes,680.09,1076.39,1756.48,0,1756.48,Credit Card,No,No,,25,4
VIS-003148,PET-02757,Charlie,Cat,British Shorthair,Male,1.4,Yes,Owner_6511,Pune,AnimalCare Chennai,Dr. Rahul Mehta,2023-07-13,Routine Checkup,Eye Infection,Yes,639.89,203.26,843.15,10,758.84,Insurance,No,Yes,2023-07-23,31,5
VIS-003149,PET-02285,Daisy,Cat,Stray,Male,0.3,No,Owner_2232,Pune,PetMed Hyderabad,Dr. Arjun Patel,2023-07-14,Routine Checkup,Parasites,No,409.07,399.42,808.49,10,727.64,Debit Card,No,No,,41,5
VIS-003150,PET-00353,Buddy,Dog,Pomeranian,Female,2.2,Yes,Owner_7060,Delhi,HealPet Bangalore,Dr. Ananya Singh,2023-07-14,Routine Checkup,Diabetes,No,782.74,1330.92,2113.66,0,2113.66,Cash,Yes,Yes,2023-07-24,113,4
VIS-003151,PET-02355,Bruno,Fish,Goldfish,Male,19.5,No,Owner_1945,Chennai,PawCare Clinic Delhi,Dr. Priya Sharma,2023-07-14,Follow-up,Eye Infection,No,563.83,947.65,1511.48,10,1360.33,Cash,No,Yes,2023-08-13,14,4
VIS-003152,PET-01297,Max,Dog,Bulldog,Female,2.1,No,Owner_7333,Jaipur,PawCare Clinic Delhi,Dr. Kabir Joshi,2023-07-14,Grooming,Digestive Issues,Yes,747.28,219.13,966.41,0,966.41,Credit Card,No,No,,97,3
VIS-003153,PET-00098,Bella,Cat,Ragdoll,Female,1.6,Yes,Owner_9088,Hyderabad,PawCare Clinic Delhi,Dr. Sneha Rao,2023-07-14,Routine Checkup,Dental Disease,No,763.38,1748.57,2511.95,0,2511.95,Cash,No,No,,21,5
VIS-003154,PET-01112,Buddy,Fish,Betta,Male,3.4,No,Owner_6633,Chennai,PawCare Clinic Delhi,Dr. Priya Sharma,2023-07-15,Lab Test,Digestive Issues,No,2984.39,393.98,3378.37,15,2871.61,Cash,Yes,No,,41,5
VIS-003155,PET-02592,Kitty,Dog,Labrador,Male,1.8,No,Owner_6156,Bangalore,AnimalCare Chennai,Dr. Ananya Singh,2023-07-15,Vaccination,Healthy,No,844.52,1901.32,2745.84,10,2471.26,UPI,Yes,No,,94,3
VIS-003156,PET-02113,Coco,Cat,Persian,Female,1.1,No,Owner_7395,Chennai,CityVet Kolkata,Dr. Priya Sharma,2023-07-15,Dental Cleaning,Digestive Issues,Yes,1573.51,831.42,2404.93,0,2404.93,Credit Card,No,No,,113,4
VIS-003157,PET-02962,Bruno,Turtle,Red-Eared Slider,Male,1.9,No,Owner_6162,Pune,HealPet Bangalore,Dr. Rahul Mehta,2023-07-15,Surgery,Respiratory Infection,Yes,5928.77,270.56,6199.33,5,5889.36,Credit Card,No,Yes,2023-08-07,64,5
VIS-003158,PET-01495,Leo,Dog,German Shepherd,Male,9.2,Yes,Owner_3534,Jaipur,CityVet Kolkata,Dr. Rahul Mehta,2023-07-15,Grooming,Healthy,Yes,791.74,1409.37,2201.11,5,2091.05,UPI,No,No,,74,4
VIS-003159,PET-02713,Max,Dog,Golden Retriever,Male,0.6,Yes,Owner_8265,Jaipur,PawCare Clinic Delhi,Dr. Sneha Rao,2023-07-16,Emergency,Parasites,Yes,3444.5,1828.03,5272.53,5,5008.9,Debit Card,No,No,,87,4
VIS-003160,PET-00529,Daisy,Dog,Beagle,Male,0.6,Yes,Owner_5618,Kolkata,PetMed Hyderabad,Dr. Ananya Singh,2023-07-16,Vaccination,Healthy,Yes,737.28,501.45,1238.73,15,1052.92,Credit Card,Yes,No,,108,2
VIS-003161,PET-00064,Max,Dog,Labrador,Female,5.6,Yes,Owner_7448,Mumbai,CityVet Kolkata,Dr. Sneha Rao,2023-07-16,Dental Cleaning,Fracture,No,3196.53,620.44,3816.97,5,3626.12,Cash,Yes,Yes,2023-08-07,95,4
VIS-003162,PET-02780,Bruno,Guinea Pig,Peruvian,Female,0.8,No,Owner_3544,Hyderabad,CityVet Kolkata,Dr. Ananya Singh,2023-07-16,Routine Checkup,Healthy,Yes,309.33,744.94,1054.27,10,948.84,Debit Card,No,No,,104,4
VIS-003163,PET-01032,Rocky,Cat,Ragdoll,Female,0.6,No,Owner_1674,Kolkata,VetPlus Mumbai,Dr. Ananya Singh,2023-07-16,Emergency,Dental Disease,No,8119.67,1825.5,9945.17,0,9945.17,Insurance,No,No,,54,5
VIS-003164,PET-02215,Max,Dog,Pomeranian,Female,1.1,Yes,Owner_4815,Mumbai,PetMed Hyderabad,Dr. Kabir Joshi,2023-07-16,Surgery,Parasites,Yes,7894.78,294.2,8188.98,10,7370.08,UPI,No,No,,27,3
VIS-003165,PET-02087,Luna,Dog,Bulldog,Female,8.6,No,Owner_1833,Pune,PawCare Clinic Delhi,Dr. Arjun Patel,2023-07-16,Vaccination,Healthy,Yes,1210.06,314.76,1524.82,0,1524.82,UPI,No,No,,92,4
VIS-003166,PET-01817,Bruno,Rabbit,Mini Rex,Female,11.3,No,Owner_3429,Hyderabad,AnimalCare Chennai,Dr. Arjun Patel,2023-07-16,Vaccination,Digestive Issues,No,758.77,403.62,1162.39,0,1162.39,Cash,Yes,Yes,2023-07-25,31,4
VIS-003167,PET-02998,Max,Bird,Lovebird,Male,10.8,No,Owner_5075,Kolkata,PetMed Hyderabad,Dr. Priya Sharma,2023-07-16,Lab Test,Obesity,Yes,1748.35,687.83,2436.18,0,2436.18,Credit Card,No,No,,76,5
VIS-003168,PET-01733,Simba,Turtle,Box Turtle,Male,1.5,No,Owner_6772,Kolkata,PetMed Hyderabad,Dr. Sneha Rao,2023-07-16,Dental Cleaning,Digestive Issues,No,1638.83,603.32,2242.15,0,2242.15,Debit Card,No,No,,95,5
VIS-003169,PET-00601,Coco,Dog,Golden Retriever,Male,9.4,No,Owner_6620,Chennai,HealPet Bangalore,Dr. Kabir Joshi,2023-07-17,Routine Checkup,Respiratory Infection,No,307.88,1130.83,1438.71,0,1438.71,Cash,No,No,,83,4
VIS-003170,PET-00789,Luna,Dog,German Shepherd,Male,0.3,No,Owner_9014,Pune,AnimalCare Chennai,Dr. Ananya Singh,2023-07-17,Vaccination,Healthy,No,1364.33,1409.58,2773.91,5,2635.21,Insurance,No,No,,32,4
VIS-003171,PET-01101,Ruby,Dog,Pomeranian,Female,2.6,No,Owner_8850,Chennai,PetMed Hyderabad,Dr. Priya Sharma,2023-07-17,Grooming,Respiratory Infection,Yes,693.22,1536.1,2229.32,0,2229.32,UPI,No,No,,104,5
VIS-003172,PET-01792,Simba,Dog,German Shepherd,Male,3.2,Yes,Owner_6450,Bangalore,AnimalCare Chennai,Dr. Sneha Rao,2023-07-17,Dental Cleaning,Respiratory Infection,Yes,1885.5,1028.08,2913.58,10,2622.22,Debit Card,No,No,,12,4
VIS-003173,PET-00659,Rocky,Dog,Beagle,Male,2.4,Yes,Owner_9130,Delhi,PawCare Clinic Delhi,Dr. Sneha Rao,2023-07-17,Lab Test,Healthy,No,2842.85,947.17,3790.02,0,3790.02,Insurance,Yes,No,,45,4
VIS-003174,PET-00760,Buddy,Dog,Bulldog,Female,15.4,Yes,Owner_9276,Pune,CityVet Kolkata,Dr. Sneha Rao,2023-07-18,Vaccination,Eye Infection,Yes,870.11,1513.72,2383.83,0,2383.83,UPI,No,No,,98,3
VIS-003175,PET-02364,Kitty,Fish,Betta,Male,5.6,Yes,Owner_5794,Hyderabad,VetPlus Mumbai,Dr. Sneha Rao,2023-07-18,Follow-up,Healthy,No,416.43,166.95,583.38,10,525.04,Cash,No,No,,62,5
VIS-003176,PET-00832,Kitty,Cat,Siamese,Female,2.6,Yes,Owner_4427,Delhi,AnimalCare Chennai,Dr. Ananya Singh,2023-07-18,Follow-up,Healthy,Yes,256.23,1721.34,1977.57,0,1977.57,Debit Card,Yes,No,,104,4
VIS-003177,PET-01960,Milo,Bird,Macaw,Male,5.3,No,Owner_8523,Chennai,CityVet Kolkata,Dr. Arjun Patel,2023-07-18,Routine Checkup,Healthy,No,505.86,909.96,1415.82,0,1415.82,UPI,No,No,,66,5
VIS-003178,PET-00450,Buddy,Cat,Maine Coon,Male,5.8,Yes,Owner_8412,Delhi,PetMed Hyderabad,Dr. Ananya Singh,2023-07-18,Grooming,Digestive Issues,No,1100.26,1206.48,2306.74,5,2191.4,Insurance,No,No,,57,4
VIS-003179,PET-01317,Charlie,Dog,Beagle,Female,0.5,Yes,Owner_8414,Pune,HealPet Bangalore,Dr. Priya Sharma,2023-07-18,Vaccination,Digestive Issues,No,1324.45,1862.34,3186.79,0,3186.79,UPI,No,Yes,2023-07-27,90,2
VIS-003180,PET-02311,Rocky,Cat,Bengal,Female,1.6,No,Owner_4857,Chennai,CityVet Kolkata,Dr. Priya Sharma,2023-07-18,Routine Checkup,Dental Disease,No,708.99,1632.86,2341.85,5,2224.76,Insurance,No,Yes,2023-07-27,30,5
VIS-003181,PET-02876,Max,Cat,Bengal,Male,1.6,Yes,Owner_1938,Kolkata,CityVet Kolkata,Dr. Priya Sharma,2023-07-18,Grooming,Respiratory Infection,Yes,1131.78,874.94,2006.72,10,1806.05,Credit Card,No,Yes,2023-07-30,106,3
VIS-003182,PET-01409,Buddy,Rabbit,Mini Rex,Female,11.5,Yes,Owner_5945,Kolkata,CityVet Kolkata,Dr. Ananya Singh,2023-07-19,Emergency,Fracture,No,4308.08,712.03,5020.11,0,5020.11,Credit Card,Yes,No,,29,5
VIS-003183,PET-02836,Luna,Cat,Maine Coon,Male,7.7,No,Owner_1929,Delhi,CityVet Kolkata,Dr. Kabir Joshi,2023-07-19,Surgery,Arthritis,No,3629.66,1408.74,5038.4,15,4282.64,Cash,No,No,,37,4
VIS-003184,PET-00174,Luna,Cat,British Shorthair,Female,1.4,No,Owner_4741,Bangalore,PawCare Clinic Delhi,Dr. Rahul Mehta,2023-07-19,Lab Test,Eye Infection,Yes,912.38,1718.36,2630.74,10,2367.67,Insurance,Yes,Yes,2023-08-08,20,5
VIS-003185,PET-00652,Coco,Dog,German Shepherd,Male,17.7,Yes,Owner_1249,Mumbai,VetPlus Mumbai,Dr. Sneha Rao,2023-07-19,Lab Test,Respiratory Infection,Yes,2161.32,1060.71,3222.03,5,3060.93,Cash,No,No,,20,3
VIS-003186,PET-00868,Tiger,Dog,Beagle,Female,0.3,Yes,Owner_7629,Delhi,PawCare Clinic Delhi,Dr. Arjun Patel,2023-07-19,Grooming,Dental Disease,Yes,836.52,1076.02,1912.54,5,1816.91,Insurance,Yes,No,,77,4
VIS-003187,PET-01434,Buddy,Cat,British Shorthair,Male,1.6,No,Owner_6903,Kolkata,HealPet Bangalore,Dr. Priya Sharma,2023-07-19,Grooming,Diabetes,Yes,695.38,1917.86,2613.24,0,2613.24,Debit Card,Yes,Yes,2023-08-14,53,5
VIS-003188,PET-02279,Max,Cat,Persian,Female,0.9,No,Owner_8856,Kolkata,AnimalCare Chennai,Dr. Sneha Rao,2023-07-19,Routine Checkup,Healthy,No,656.07,1523.41,2179.48,5,2070.51,UPI,No,No,,83,5
VIS-003189,PET-01615,Simba,Fish,Guppy,Male,2.9,Yes,Owner_8954,Hyderabad,CityVet Kolkata,Dr. Arjun Patel,2023-07-19,Routine Checkup,Healthy,Yes,409.97,1786.79,2196.76,15,1867.25,Debit Card,No,No,,86,5
VIS-003190,PET-02435,Simba,Dog,Beagle,Female,9.4,Yes,Owner_8866,Jaipur,HealPet Bangalore,Dr. Ananya Singh,2023-07-20,Vaccination,Respiratory Infection,Yes,1107.97,84.64,1192.61,10,1073.35,Debit Card,No,Yes,2023-08-13,97,2
VIS-003191,PET-02263,Ruby,Rabbit,Flemish Giant,Male,6.2,No,Owner_9522,Mumbai,VetPlus Mumbai,Dr. Ananya Singh,2023-07-20,Vaccination,Arthritis,Yes,917.28,168.99,1086.27,0,1086.27,UPI,No,Yes,2023-08-16,42,4
VIS-003192,PET-00983,Daisy,Cat,Maine Coon,Female,0.2,Yes,Owner_8880,Hyderabad,VetPlus Mumbai,Dr. Sneha Rao,2023-07-21,Routine Checkup,Arthritis,No,369.72,1200.62,1570.34,10,1413.31,Credit Card,No,Yes,2023-08-07,79,5
VIS-003193,PET-02023,Kitty,Bird,Parrot,Female,1.1,No,Owner_7175,Bangalore,CityVet Kolkata,Dr. Kabir Joshi,2023-07-21,Dental Cleaning,Digestive Issues,No,3326.87,1373.89,4700.76,5,4465.72,Insurance,No,No,,77,4
VIS-003194,PET-00478,Luna,Dog,Beagle,Male,6.0,No,Owner_5791,Hyderabad,CityVet Kolkata,Dr. Priya Sharma,2023-07-21,Dental Cleaning,Respiratory Infection,Yes,1553.01,539.62,2092.63,0,2092.63,Credit Card,Yes,Yes,2023-08-10,31,4
VIS-003195,PET-00020,Buddy,Cat,Siamese,Male,1.3,No,Owner_1963,Delhi,PawCare Clinic Delhi,Dr. Ananya Singh,2023-07-21,Lab Test,Obesity,No,2520.56,1170.35,3690.91,0,3690.91,Insurance,No,Yes,2023-08-18,26,4
VIS-003196,PET-00207,Kitty,Cat,Ragdoll,Female,6.8,Yes,Owner_4355,Jaipur,HealPet Bangalore,Dr. Priya Sharma,2023-07-21,Follow-up,Cancer,Yes,504.47,179.71,684.18,0,684.18,Debit Card,No,Yes,2023-07-29,119,2
VIS-003197,PET-00247,Bella,Turtle,Red-Eared Slider,Female,3.9,No,Owner_4288,Chennai,VetPlus Mumbai,Dr. Rahul Mehta,2023-07-21,Lab Test,Healthy,Yes,1648.63,1839.51,3488.14,0,3488.14,Cash,No,No,,15,5
VIS-003198,PET-01348,Tiger,Dog,Beagle,Female,4.8,Yes,Owner_9686,Hyderabad,AnimalCare Chennai,Dr. Rahul Mehta,2023-07-22,Dental Cleaning,Cancer,No,2360.33,680.37,3040.7,5,2888.66,Credit Card,No,Yes,2023-08-05,99,3
VIS-003199,PET-00618,Rocky,Hamster,Syrian,Male,5.0,No,Owner_8511,Pune,VetPlus Mumbai,Dr. Rahul Mehta,2023-07-22,Vaccination,Arthritis,No,705.04,1034.84,1739.88,0,1739.88,Debit Card,No,No,,112,4
VIS-003200,PET-01287,Milo,Dog,Husky,Male,3.4,No,Owner_4379,Jaipur,CityVet Kolkata,Dr. Ananya Singh,2023-07-22,Routine Checkup,Healthy,Yes,369.7,1253.17,1622.87,5,1541.73,Debit Card,No,No,,77,5
VIS-003201,PET-01866,Buddy,Guinea Pig,American,Female,0.8,No,Owner_8806,Chennai,CityVet Kolkata,Dr. Rahul Mehta,2023-07-22,Surgery,Ear Infection,Yes,11355.63,955.62,12311.25,0,12311.25,Insurance,No,Yes,2023-08-16,34,5
VIS-003202,PET-01963,Coco,Cat,Siamese,Female,6.7,No,Owner_6991,Bangalore,PawCare Clinic Delhi,Dr. Arjun Patel,2023-07-22,Follow-up,Digestive Issues,Yes,348.32,1386.7,1735.02,0,1735.02,Insurance,No,No,,111,5
VIS-003203,PET-02841,Tiger,Cat,Stray,Female,3.3,No,Owner_8645,Delhi,PetMed Hyderabad,Dr. Priya Sharma,2023-07-22,Routine Checkup,Healthy,Yes,581.38,45.3,626.68,10,564.01,Credit Card,No,No,,16,4
VIS-003204,PET-00974,Charlie,Dog,Poodle,Male,5.1,Yes,Owner_2806,Jaipur,CityVet Kolkata,Dr. Priya Sharma,2023-07-22,Emergency,Ear Infection,Yes,5680.45,246.97,5927.42,5,5631.05,Cash,Yes,Yes,2023-07-30,37,3
VIS-003205,PET-01371,Tiger,Turtle,Painted Turtle,Male,0.1,No,Owner_6459,Kolkata,PawCare Clinic Delhi,Dr. Sneha Rao,2023-07-22,Vaccination,Fracture,Yes,766.21,412.01,1178.22,5,1119.31,Insurance,No,Yes,2023-08-15,107,3
VIS-003206,PET-01185,Rocky,Turtle,Painted Turtle,Male,0.8,Yes,Owner_8767,Delhi,VetPlus Mumbai,Dr. Ananya Singh,2023-07-22,Grooming,Diabetes,Yes,530.42,1944.92,2475.34,15,2104.04,Credit Card,No,Yes,2023-08-08,66,5
VIS-003207,PET-02826,Buddy,Dog,Pomeranian,Male,3.3,Yes,Owner_7019,Jaipur,HealPet Bangalore,Dr. Rahul Mehta,2023-07-22,Emergency,Healthy,Yes,9623.68,1329.84,10953.52,0,10953.52,Cash,No,No,,47,4
VIS-003208,PET-00112,Buddy,Hamster,Dwarf,Female,6.5,No,Owner_3022,Delhi,PawCare Clinic Delhi,Dr. Rahul Mehta,2023-07-23,Routine Checkup,Digestive Issues,Yes,516.45,608.2,1124.65,0,1124.65,Insurance,No,Yes,2023-08-16,90,5
VIS-003209,PET-02089,Buddy,Dog,Husky,Male,1.8,Yes,Owner_9897,Jaipur,VetPlus Mumbai,Dr. Arjun Patel,2023-07-23,Surgery,Parasites,Yes,4831.1,1022.95,5854.05,5,5561.35,Credit Card,Yes,No,,36,4
VIS-003210,PET-00454,Simba,Guinea Pig,Peruvian,Female,5.6,No,Owner_2015,Bangalore,AnimalCare Chennai,Dr. Rahul Mehta,2023-07-23,Surgery,Healthy,Yes,13478.91,896.04,14374.95,0,14374.95,Cash,Yes,No,,59,3
VIS-003211,PET-02207,Ruby,Dog,Poodle,Male,0.1,No,Owner_8404,Kolkata,AnimalCare Chennai,Dr. Rahul Mehta,2023-07-23,Surgery,Arthritis,No,4849.19,498.13,5347.32,0,5347.32,Debit Card,No,Yes,2023-08-07,35,2
VIS-003212,PET-00403,Daisy,Bird,Cockatiel,Male,0.2,No,Owner_1163,Delhi,PawCare Clinic Delhi,Dr. Rahul Mehta,2023-07-23,Dental Cleaning,Parasites,No,1687.63,299.88,1987.51,0,1987.51,Cash,Yes,No,,107,5
VIS-003213,PET-00825,Milo,Dog,Pomeranian,Female,4.7,No,Owner_7004,Hyderabad,HealPet Bangalore,Dr. Ananya Singh,2023-07-23,Vaccination,Allergy,No,657.16,504.63,1161.79,0,1161.79,UPI,No,No,,60,4
VIS-003214,PET-00116,Max,Dog,Golden Retriever,Female,17.5,Yes,Owner_6594,Mumbai,PawCare Clinic Delhi,Dr. Rahul Mehta,2023-07-23,Emergency,Dental Disease,No,7596.02,74.07,7670.09,5,7286.59,Insurance,No,Yes,2023-08-15,25,4
VIS-003215,PET-00306,Buddy,Bird,Budgie,Female,1.5,Yes,Owner_4965,Chennai,VetPlus Mumbai,Dr. Sneha Rao,2023-07-23,Vaccination,Fracture,Yes,1277.65,152.4,1430.05,15,1215.54,Insurance,No,No,,86,4
VIS-003216,PET-01380,Bruno,Dog,Labrador,Male,1.6,Yes,Owner_6192,Chennai,PawCare Clinic Delhi,Dr. Rahul Mehta,2023-07-24,Vaccination,Ear Infection,No,531.0,1605.68,2136.68,10,1923.01,Credit Card,No,Yes,2023-08-22,18,2
VIS-003217,PET-00260,Max,Dog,Labrador,Male,1.7,No,Owner_2078,Hyderabad,CityVet Kolkata,Dr. Priya Sharma,2023-07-24,Vaccination,Healthy,No,1424.87,992.13,2417.0,5,2296.15,Insurance,No,No,,37,1
VIS-003218,PET-01910,Luna,Guinea Pig,Peruvian,Male,3.5,Yes,Owner_6140,Bangalore,AnimalCare Chennai,Dr. Rahul Mehta,2023-07-25,Emergency,Ear Infection,Yes,9024.4,273.82,9298.22,0,9298.22,UPI,No,No,,42,1
VIS-003219,PET-02358,Coco,Rabbit,Flemish Giant,Male,2.0,No,Owner_3326,Delhi,VetPlus Mumbai,Dr. Arjun Patel,2023-07-25,Routine Checkup,Diabetes,No,715.55,168.65,884.2,0,884.2,UPI,No,No,,21,4
VIS-003220,PET-01912,Daisy,Cat,Maine Coon,Female,1.8,No,Owner_1436,Hyderabad,PetMed Hyderabad,Dr. Arjun Patel,2023-07-25,Emergency,Arthritis,Yes,6218.55,1662.66,7881.21,0,7881.21,Credit Card,No,No,,58,3
VIS-003221,PET-00441,Tiger,Dog,Husky,Male,5.8,Yes,Owner_7255,Hyderabad,VetPlus Mumbai,Dr. Priya Sharma,2023-07-25,Routine Checkup,Cancer,No,518.43,538.86,1057.29,0,1057.29,Insurance,No,Yes,2023-08-12,70,3
VIS-003222,PET-01403,Coco,Dog,Labrador,Female,0.1,Yes,Owner_5447,Chennai,AnimalCare Chennai,Dr. Sneha Rao,2023-07-25,Dental Cleaning,Healthy,No,1281.65,579.45,1861.1,0,1861.1,Credit Card,No,No,,48,4
VIS-003223,PET-02967,Leo,Dog,Pomeranian,Female,8.2,No,Owner_4043,Hyderabad,PawCare Clinic Delhi,Dr. Arjun Patel,2023-07-25,Dental Cleaning,Fracture,Yes,1787.37,1761.01,3548.38,0,3548.38,Credit Card,No,No,,17,4
VIS-003224,PET-02221,Kitty,Cat,Bengal,Male,5.4,No,Owner_6413,Bangalore,VetPlus Mumbai,Dr. Sneha Rao,2023-07-25,Routine Checkup,Arthritis,Yes,735.42,1008.9,1744.32,5,1657.1,Cash,Yes,No,,62,5
VIS-003225,PET-02094,Bruno,Bird,Macaw,Female,12.6,Yes,Owner_9971,Kolkata,CityVet Kolkata,Dr. Arjun Patel,2023-07-26,Lab Test,Obesity,No,1284.01,1711.05,2995.06,0,2995.06,Cash,No,Yes,2023-08-07,26,3
VIS-003226,PET-02407,Luna,Dog,Poodle,Male,7.4,No,Owner_9464,Bangalore,CityVet Kolkata,Dr. Sneha Rao,2023-07-26,Routine Checkup,Ear Infection,Yes,750.42,1590.46,2340.88,0,2340.88,UPI,No,No,,40,5
VIS-003227,PET-02956,Ruby,Dog,Golden Retriever,Female,6.3,No,Owner_1080,Jaipur,HealPet Bangalore,Dr. Ananya Singh,2023-07-26,Vaccination,Healthy,Yes,1333.51,1173.76,2507.27,10,2256.54,UPI,Yes,No,,40,4
VIS-003228,PET-00247,Daisy,Cat,Persian,Female,1.4,Yes,Owner_7294,Pune,PetMed Hyderabad,Dr. Sneha Rao,2023-07-27,Vaccination,Digestive Issues,Yes,1420.62,405.61,1826.23,5,1734.92,Insurance,No,Yes,2023-08-15,84,4
VIS-003229,PET-00951,Bruno,Guinea Pig,Teddy,Male,6.1,Yes,Owner_1945,Hyderabad,PetMed Hyderabad,Dr. Priya Sharma,2023-07-27,Routine Checkup,Arthritis,No,370.29,154.66,524.95,5,498.7,Debit Card,Yes,Yes,2023-08-17,115,5
VIS-003230,PET-02421,Bruno,Dog,Golden Retriever,Male,3.6,No,Owner_9227,Kolkata,CityVet Kolkata,Dr. Rahul Mehta,2023-07-27,Grooming,Eye Infection,Yes,738.25,1651.43,2389.68,0,2389.68,Credit Card,No,Yes,2023-08-13,16,3
VIS-003231,PET-01888,Simba,Hamster,Roborovski,Male,1.7,No,Owner_2255,Jaipur,VetPlus Mumbai,Dr. Arjun Patel,2023-07-27,Routine Checkup,Obesity,Yes,716.81,1804.2,2521.01,0,2521.01,Insurance,No,Yes,2023-08-07,110,4
VIS-003232,PET-02307,Coco,Dog,Golden Retriever,Female,6.6,Yes,Owner_4733,Kolkata,VetPlus Mumbai,Dr. Arjun Patel,2023-07-28,Routine Checkup,Ear Infection,No,455.67,477.08,932.75,5,886.11,Debit Card,No,Yes,2023-08-12,56,4
VIS-003233,PET-01247,Rocky,Hamster,Dwarf,Male,2.7,No,Owner_6422,Jaipur,HealPet Bangalore,Dr. Priya Sharma,2023-07-28,Surgery,Dental Disease,Yes,5937.14,274.53,6211.67,5,5901.09,Debit Card,No,No,,13,4
VIS-003234,PET-02500,Charlie,Cat,British Shorthair,Female,16.6,No,Owner_6148,Pune,PetMed Hyderabad,Dr. Sneha Rao,2023-07-28,Dental Cleaning,Parasites,Yes,1061.65,887.45,1949.1,0,1949.1,Debit Card,No,No,,98,5
VIS-003235,PET-01411,Buddy,Cat,Stray,Female,5.1,No,Owner_4425,Kolkata,HealPet Bangalore,Dr. Sneha Rao,2023-07-29,Surgery,Obesity,Yes,9401.38,460.24,9861.62,15,8382.38,Cash,No,No,,47,4
VIS-003236,PET-02334,Rocky,Cat,Bengal,Male,8.5,Yes,Owner_3696,Bangalore,PawCare Clinic Delhi,Dr. Sneha Rao,2023-07-29,Follow-up,Digestive Issues,No,420.04,1049.24,1469.28,0,1469.28,Cash,No,Yes,2023-08-24,37,4
VIS-003237,PET-00152,Max,Cat,Siamese,Female,9.3,No,Owner_4174,Mumbai,PawCare Clinic Delhi,Dr. Kabir Joshi,2023-07-29,Surgery,Fracture,Yes,5540.6,1359.65,6900.25,0,6900.25,Insurance,No,Yes,2023-08-26,22,4
VIS-003238,PET-01967,Luna,Dog,Golden Retriever,Female,3.5,Yes,Owner_1452,Chennai,PetMed Hyderabad,Dr. Priya Sharma,2023-07-29,Follow-up,Eye Infection,Yes,303.61,1935.78,2239.39,0,2239.39,UPI,Yes,No,,96,5
VIS-003239,PET-00691,Kitty,Dog,Beagle,Female,8.9,No,Owner_1907,Kolkata,PawCare Clinic Delhi,Dr. Arjun Patel,2023-07-29,Routine Checkup,Ear Infection,No,616.46,1385.44,2001.9,10,1801.71,Credit Card,No,Yes,2023-08-14,63,4
VIS-003240,PET-00676,Leo,Dog,Bulldog,Male,3.6,No,Owner_4014,Bangalore,PawCare Clinic Delhi,Dr. Kabir Joshi,2023-07-30,Emergency,Arthritis,No,3727.65,1162.58,4890.23,0,4890.23,Credit Card,No,No,,34,3
VIS-003241,PET-00891,Daisy,Dog,Golden Retriever,Male,2.9,No,Owner_5508,Pune,PawCare Clinic Delhi,Dr. Ananya Singh,2023-07-30,Surgery,Parasites,Yes,12432.26,676.31,13108.57,0,13108.57,Credit Card,No,No,,119,5
VIS-003242,PET-02810,Kitty,Cat,Stray,Female,20.0,Yes,Owner_1192,Chennai,AnimalCare Chennai,Dr. Kabir Joshi,2023-07-30,Vaccination,Healthy,Yes,1372.23,1185.96,2558.19,0,2558.19,Credit Card,Yes,No,,90,1
