Order_ID,SKU,Product_Name,Category,Supplier,Warehouse,Region,Order_Date,Delivery_Date,Ship_Mode,Payment_Terms,Unit_Price,Quantity_Ordered,Quantity_Received,Quantity_On_Hand,Reorder_Level,Lead_Time_Days,Discount_Pct,Total_Order_Value,Net_Value,Stock_Status,Defective_Units,Return_Units,Days_To_Deliver
ORD-001984,SKU-08099,Product_Sigma_41,Pharmaceuticals,Supplier_C,Bangalore WH,Central,2023-01-02,2023-01-31,Air,Net 30,2932.42,68,68,553,91,38,10,199404.56,179464.1,In Stock,9,3,29
ORD-001985,SKU-04926,Product_Delta_29,Furniture,Supplier_E,Delhi WH,North,2023-01-02,2023-01-27,Sea,Net 60,52.39,179,305,571,63,6,10,9377.81,8440.03,In Stock,1,1,25
ORD-001986,SKU-08340,Product_Delta_21,Industrial Parts,Supplier_I,Hyderabad WH,North,2023-01-03,2023-01-22,Air,Net 60,3807.42,357,357,374,138,11,0,1359248.94,1359248.94,In Stock,8,13,19
ORD-001987,SKU-08083,Product_Sigma_14,Pharmaceuticals,Supplier_I,Mumbai WH,North,2023-01-03,2023-01-27,Air,Net 30,3567.94,419,419,588,65,9,0,1494966.86,1494966.86,In Stock,7,3,24
ORD-001988,SKU-07230,Product_Zeta_10,Pharmaceuticals,Supplier_D,Mumbai WH,West,2023-01-03,2023-01-31,Rail,Net 60,1837.77,186,186,454,103,30,5,341825.22,324733.96,In Stock,7,2,28
ORD-001989,SKU-05940,Product_Kappa_15,Industrial Parts,Supplier_K,Mumbai WH,North,2023-01-03,2023-01-13,Road,Immediate,274.15,441,441,201,45,22,15,120900.15,102765.13,In Stock,9,1,10
ORD-001990,SKU-04271,Product_Zeta_24,Furniture,Supplier_J,Bangalore WH,West,2023-01-03,2023-01-08,Road,Net 15,3777.11,201,201,731,115,39,5,759199.11,721239.15,In Stock,4,1,5
ORD-001991,SKU-04456,Product_Gamma_31,FMCG,Supplier_H,Delhi WH,West,2023-01-03,2023-01-18,Road,Immediate,4776.32,390,390,451,32,9,0,1862764.8,1862764.8,Discontinued,4,2,15
ORD-001992,SKU-08788,Product_Beta_32,Pharmaceuticals,Supplier_B,Chennai WH,Central,2023-01-04,2023-01-21,Rail,Net 30,1208.36,13,13,186,144,38,0,15708.68,15708.68,In Stock,2,9,17
ORD-001993,SKU-09599,Product_Gamma_30,Furniture,Supplier_H,Bangalore WH,East,2023-01-04,2023-01-21,Sea,Net 60,1624.39,443,443,607,88,33,20,719604.77,575683.82,In Stock,1,11,17
ORD-001994,SKU-08650,Product_Gamma_12,Pharmaceuticals,Supplier_A,Chennai WH,Central,2023-01-04,2023-01-07,Road,Net 15,927.23,214,214,853,191,26,10,198427.22,178584.5,In Stock,8,3,3
ORD-001995,SKU-03711,Product_Delta_37,Pharmaceuticals,Supplier_F,Bangalore WH,North,2023-01-04,2023-01-17,Sea,Immediate,2888.91,220,220,723,70,16,0,635560.2,635560.2,In Stock,5,6,13
ORD-001996,SKU-02668,Product_Kappa_47,Furniture,Supplier_J,Chennai WH,West,2023-01-04,2023-01-16,Sea,Net 15,782.66,286,174,367,32,9,0,223840.76,223840.76,Discontinued,7,3,12
ORD-001997,SKU-01147,Product_Gamma_42,Furniture,Supplier_I,Bangalore WH,Central,2023-01-05,2023-01-22,Air,Net 30,1787.41,244,244,339,188,23,15,436128.04,370708.83,In Stock,3,10,17
ORD-001998,SKU-07420,Product_Sigma_2,Furniture,Supplier_E,Mumbai WH,West,2023-01-05,2023-01-06,Air,Net 60,3488.09,356,356,261,158,15,0,1241760.04,1241760.04,In Stock,4,6,1
ORD-001999,SKU-01365,Product_Sigma_11,Furniture,Supplier_E,Chennai WH,Central,2023-01-05,2023-01-27,Air,Immediate,2804.98,258,258,840,184,19,5,723684.84,687500.6,In Stock,9,3,22
ORD-002000,SKU-05531,Product_Gamma_26,Industrial Parts,Supplier_F,Delhi WH,South,2023-01-05,2023-01-13,Air,Immediate,1938.45,58,58,923,79,42,10,112430.1,101187.09,In Stock,4,2,8
ORD-002001,SKU-06330,Product_Delta_5,Electronics,Supplier_B,Delhi WH,Central,2023-01-05,2023-02-02,Road,Net 15,2107.05,36,36,588,51,16,0,75853.8,75853.8,In Stock,9,7,28
ORD-002002,SKU-06510,Product_Gamma_5,Pharmaceuticals,Supplier_E,Hyderabad WH,East,2023-01-05,2023-01-31,Rail,Net 60,2814.93,328,328,542,192,25,0,923297.04,923297.04,Reorder Pending,3,2,26
ORD-002003,SKU-09754,Product_Zeta_16,FMCG,Supplier_D,Chennai WH,East,2023-01-05,2023-01-25,Road,Net 60,39.26,429,167,550,37,35,0,16842.54,16842.54,In Stock,1,10,20
ORD-002004,SKU-09964,Product_Kappa_42,Apparel,Supplier_G,Mumbai WH,North,2023-01-06,2023-01-28,Rail,Net 60,401.76,490,490,305,112,13,20,196862.4,157489.92,In Stock,5,14,22
ORD-002005,SKU-07493,Product_Zeta_7,Pharmaceuticals,Supplier_H,Chennai WH,West,2023-01-06,2023-01-12,Rail,Net 60,4407.48,498,498,845,167,7,5,2194925.04,2085178.79,In Stock,3,7,6
ORD-002006,SKU-06439,Product_Gamma_47,FMCG,Supplier_C,Mumbai WH,South,2023-01-06,2023-01-31,Sea,Net 60,398.62,393,393,725,63,34,15,156657.66,133159.01,In Stock,3,1,25
ORD-002007,SKU-07511,Product_Alpha_39,Pharmaceuticals,Supplier_I,Chennai WH,North,2023-01-06,2023-01-23,Rail,Immediate,3536.95,382,382,637,183,14,5,1351114.9,1283559.15,In Stock,9,12,17
ORD-002008,SKU-08504,Product_Beta_25,Industrial Parts,Supplier_G,Mumbai WH,East,2023-01-06,2023-01-11,Rail,Immediate,4600.99,193,193,164,56,23,20,887991.07,710392.86,In Stock,2,13,5
ORD-002009,SKU-02246,Product_Zeta_2,Furniture,Supplier_I,Delhi WH,Central,2023-01-06,2023-01-21,Sea,Net 60,1360.71,333,333,757,180,23,20,453116.43,362493.14,In Stock,7,2,15
ORD-002010,SKU-04839,Product_Beta_1,Pharmaceuticals,Supplier_B,Hyderabad WH,South,2023-01-06,2023-01-12,Air,Immediate,1858.75,50,50,620,146,17,5,92937.5,88290.62,In Stock,5,3,6
ORD-002011,SKU-09551,Product_Alpha_9,Apparel,Supplier_B,Hyderabad WH,Central,2023-01-06,2023-01-12,Air,Immediate,2848.92,463,463,87,38,13,0,1319049.96,1319049.96,In Stock,8,2,6
ORD-002012,SKU-03376,Product_Delta_50,Apparel,Supplier_C,Bangalore WH,Central,2023-01-06,2023-01-25,Sea,Net 15,4409.73,32,32,199,198,27,10,141111.36,127000.22,In Stock,4,5,19
ORD-002013,SKU-04009,Product_Beta_18,FMCG,Supplier_L,Kolkata WH,West,2023-01-06,2023-01-25,Sea,Net 30,4710.11,98,98,270,51,2,10,461590.78,415431.7,In Stock,5,8,19
ORD-002014,SKU-02827,Product_Gamma_41,Pharmaceuticals,Supplier_D,Kolkata WH,West,2023-01-07,2023-01-29,Air,Immediate,3700.42,43,43,50,125,37,5,159118.06,151162.16,Low Stock,8,9,22
ORD-002015,SKU-07979,Product_Alpha_1,Electronics,Supplier_K,Chennai WH,West,2023-01-07,2023-02-04,Road,Net 30,442.23,381,381,488,41,30,15,168489.63,143216.19,In Stock,3,7,28
ORD-002016,SKU-09569,Product_Beta_35,FMCG,Supplier_A,Hyderabad WH,South,2023-01-07,2023-01-12,Air,Immediate,3349.08,351,351,197,141,4,0,1175527.08,1175527.08,In Stock,9,3,5
ORD-002017,SKU-05285,Product_Omega_46,Electronics,Supplier_D,Kolkata WH,East,2023-01-07,2023-01-31,Rail,Immediate,2057.42,334,334,22,148,30,0,687178.28,687178.28,Low Stock,6,1,24
ORD-002018,SKU-07910,Product_Beta_13,Pharmaceuticals,Supplier_I,Bangalore WH,South,2023-01-08,2023-02-01,Road,Net 15,2358.8,310,310,664,73,3,10,731228.0,658105.2,In Stock,9,9,24
ORD-002019,SKU-09561,Product_Gamma_31,FMCG,Supplier_I,Bangalore WH,West,2023-01-08,2023-01-24,Sea,Net 60,255.25,47,47,222,167,14,0,11996.75,11996.75,In Stock,9,0,16
ORD-002020,SKU-03196,Product_Kappa_11,Pharmaceuticals,Supplier_F,Hyderabad WH,West,2023-01-08,2023-01-20,Rail,Net 15,963.4,270,270,941,77,11,5,260118.0,247112.1,In Stock,5,10,12
ORD-002021,SKU-04747,Product_Sigma_22,Pharmaceuticals,Supplier_G,Mumbai WH,South,2023-01-08,2023-01-10,Road,Net 60,3954.66,432,432,220,182,40,20,1708413.12,1366730.5,In Stock,5,3,2
ORD-002022,SKU-09843,Product_Kappa_10,Apparel,Supplier_I,Kolkata WH,East,2023-01-09,2023-01-17,Sea,Net 30,2275.25,311,311,662,89,23,10,707602.75,636842.48,In Stock,5,4,8
ORD-002023,SKU-06978,Product_Delta_4,Apparel,Supplier_B,Mumbai WH,East,2023-01-09,2023-02-03,Sea,Net 60,1515.29,413,413,265,82,41,20,625814.77,500651.82,In Stock,3,1,25
ORD-002024,SKU-06607,Product_Sigma_41,Apparel,Supplier_B,Chennai WH,Central,2023-01-09,2023-01-25,Road,Net 60,1926.26,431,431,72,22,32,10,830218.06,747196.25,In Stock,9,13,16
ORD-002025,SKU-01769,Product_Beta_2,Electronics,Supplier_J,Kolkata WH,Central,2023-01-09,2023-01-17,Road,Immediate,4273.45,63,329,880,118,3,10,269227.35,242304.62,In Stock,5,12,8
ORD-002026,SKU-01780,Product_Alpha_7,Apparel,Supplier_D,Chennai WH,West,2023-01-09,2023-01-12,Sea,Net 60,3747.51,19,19,76,64,42,5,71202.69,67642.56,In Stock,6,12,3
ORD-002027,SKU-07303,Product_Sigma_7,Apparel,Supplier_J,Chennai WH,North,2023-01-10,2023-01-19,Rail,Net 15,1368.85,347,487,543,162,1,0,474990.95,474990.95,In Stock,1,14,9
ORD-002028,SKU-04983,Product_Zeta_10,FMCG,Supplier_H,Bangalore WH,West,2023-01-10,2023-01-22,Air,Net 30,596.33,393,393,880,36,9,5,234357.69,222639.81,In Stock,8,2,12
ORD-002029,SKU-09714,Product_Alpha_15,Apparel,Supplier_I,Delhi WH,North,2023-01-10,2023-01-18,Road,Net 15,1267.47,101,187,434,162,9,0,128014.47,128014.47,In Stock,6,12,8
ORD-002030,SKU-01521,Product_Alpha_15,Industrial Parts,Supplier_B,Bangalore WH,West,2023-01-10,2023-01-12,Road,Net 30,4604.57,37,37,936,24,12,20,170369.09,136295.27,In Stock,2,3,2
ORD-002031,SKU-08569,Product_Zeta_25,Industrial Parts,Supplier_E,Hyderabad WH,South,2023-01-10,2023-02-01,Air,Net 15,2912.13,107,107,64,193,1,0,311597.91,311597.91,Low Stock,9,2,22
ORD-002032,SKU-06784,Product_Gamma_23,Pharmaceuticals,Supplier_F,Delhi WH,South,2023-01-10,2023-01-17,Road,Net 60,2672.07,92,92,960,30,16,0,245830.44,245830.44,In Stock,9,7,7
ORD-002033,SKU-05583,Product_Sigma_15,Pharmaceuticals,Supplier_J,Delhi WH,Central,2023-01-10,2023-01-27,Road,Net 15,2986.0,308,308,356,111,30,10,919688.0,827719.2,In Stock,6,13,17
ORD-002034,SKU-06946,Product_Zeta_44,Electronics,Supplier_A,Mumbai WH,Central,2023-01-11,2023-02-10,Road,Net 15,1836.48,185,185,935,161,8,5,339748.8,322761.36,In Stock,9,12,30
ORD-002035,SKU-05941,Product_Beta_32,Industrial Parts,Supplier_A,Hyderabad WH,South,2023-01-11,2023-02-06,Road,Immediate,4037.46,216,216,17,58,10,0,872091.36,872091.36,Low Stock,9,10,26
ORD-002036,SKU-07267,Product_Gamma_8,Pharmaceuticals,Supplier_L,Bangalore WH,East,2023-01-11,2023-01-23,Rail,Net 15,2621.2,28,28,675,61,33,0,73393.6,73393.6,In Stock,4,11,12
ORD-002037,SKU-08128,Product_Delta_7,Furniture,Supplier_J,Delhi WH,North,2023-01-12,2023-01-25,Rail,Net 15,592.57,36,1,798,113,38,15,21332.52,18132.64,In Stock,8,1,13
ORD-002038,SKU-03461,Product_Sigma_23,Electronics,Supplier_K,Mumbai WH,South,2023-01-12,2023-01-28,Air,Net 60,654.03,372,372,565,24,41,5,243299.16,231134.2,In Stock,5,8,16
ORD-002039,SKU-01685,Product_Beta_40,Pharmaceuticals,Supplier_L,Kolkata WH,South,2023-01-12,2023-02-11,Sea,Net 60,2688.93,320,320,574,71,22,0,860457.6,860457.6,In Stock,6,10,30
ORD-002040,SKU-03160,Product_Omega_8,Industrial Parts,Supplier_J,Bangalore WH,East,2023-01-12,2023-01-27,Air,Net 15,4683.49,18,18,768,169,16,5,84302.82,80087.68,In Stock,3,5,15
ORD-002041,SKU-08031,Product_Omega_6,Apparel,Supplier_K,Bangalore WH,North,2023-01-12,2023-02-10,Rail,Net 30,1548.68,345,345,750,63,19,0,534294.6,534294.6,In Stock,1,0,29
ORD-002042,SKU-06341,Product_Alpha_39,Industrial Parts,Supplier_C,Delhi WH,South,2023-01-12,2023-01-14,Sea,Net 60,4349.01,419,419,435,134,11,0,1822235.19,1822235.19,In Stock,3,14,2
ORD-002043,SKU-01038,Product_Gamma_12,Furniture,Supplier_B,Kolkata WH,Central,2023-01-12,2023-01-14,Road,Immediate,3822.84,196,196,995,172,11,20,749276.64,599421.31,In Stock,8,7,2
ORD-002044,SKU-05875,Product_Zeta_34,Electronics,Supplier_H,Kolkata WH,North,2023-01-12,2023-02-02,Air,Immediate,1246.58,78,93,440,146,14,0,97233.24,97233.24,In Stock,2,9,21
ORD-002045,SKU-02256,Product_Omega_39,Industrial Parts,Supplier_H,Mumbai WH,North,2023-01-13,2023-01-24,Rail,Net 15,191.34,167,167,8,135,39,0,31953.78,31953.78,Low Stock,6,5,11
ORD-002046,SKU-08697,Product_Gamma_44,Industrial Parts,Supplier_J,Bangalore WH,East,2023-01-13,2023-01-17,Road,Net 15,518.22,90,396,469,168,26,20,46639.8,37311.84,In Stock,3,3,4
ORD-002047,SKU-03196,Product_Zeta_10,Electronics,Supplier_A,Bangalore WH,South,2023-01-13,2023-02-05,Sea,Net 60,3645.18,264,264,631,87,44,10,962327.52,866094.77,In Stock,2,5,23
ORD-002048,SKU-08165,Product_Sigma_40,Furniture,Supplier_F,Kolkata WH,North,2023-01-13,2023-01-30,Sea,Net 15,1006.35,472,472,347,66,20,0,474997.2,474997.2,In Stock,4,1,17
ORD-002049,SKU-01301,Product_Sigma_23,Industrial Parts,Supplier_F,Bangalore WH,Central,2023-01-13,2023-02-03,Rail,Net 30,1862.64,208,208,601,146,20,5,387429.12,368057.66,In Stock,1,0,21
ORD-002050,SKU-08527,Product_Beta_18,Apparel,Supplier_C,Hyderabad WH,West,2023-01-13,2023-02-09,Sea,Net 60,2513.48,212,212,371,54,5,15,532857.76,452929.1,In Stock,9,11,27
ORD-002051,SKU-07381,Product_Kappa_43,Furniture,Supplier_I,Chennai WH,East,2023-01-13,2023-01-22,Sea,Net 30,3630.09,271,271,969,26,1,0,983754.39,983754.39,In Stock,3,5,9
ORD-002052,SKU-01646,Product_Omega_17,Apparel,Supplier_G,Chennai WH,South,2023-01-13,2023-02-09,Sea,Net 60,575.02,263,263,823,135,11,5,151230.26,143668.75,In Stock,6,7,27
ORD-002053,SKU-09789,Product_Beta_1,FMCG,Supplier_G,Mumbai WH,West,2023-01-13,2023-02-06,Rail,Net 60,2037.77,273,273,174,71,10,5,556311.21,528495.65,In Stock,1,12,24
ORD-002054,SKU-09853,Product_Gamma_50,Pharmaceuticals,Supplier_J,Mumbai WH,East,2023-01-14,2023-01-23,Air,Immediate,2430.51,342,342,514,129,28,5,831234.42,789672.7,In Stock,9,4,9
ORD-002055,SKU-05330,Product_Gamma_21,Furniture,Supplier_D,Hyderabad WH,Central,2023-01-14,2023-02-02,Sea,Net 30,2708.73,214,214,129,65,34,10,579668.22,521701.4,In Stock,5,7,19
ORD-002056,SKU-08003,Product_Gamma_25,Apparel,Supplier_D,Hyderabad WH,South,2023-01-14,2023-02-01,Air,Net 60,4093.62,374,374,565,156,13,5,1531013.88,1454463.19,In Stock,4,2,18
ORD-002057,SKU-04537,Product_Kappa_47,Pharmaceuticals,Supplier_F,Mumbai WH,West,2023-01-15,2023-02-03,Road,Net 60,866.67,64,256,292,42,44,0,55466.88,55466.88,In Stock,2,12,19
ORD-002058,SKU-05558,Product_Kappa_5,Pharmaceuticals,Supplier_B,Hyderabad WH,West,2023-01-15,2023-01-21,Sea,Net 60,4041.08,12,12,695,150,25,15,48492.96,41219.02,In Stock,4,5,6
ORD-002059,SKU-07579,Product_Beta_37,Apparel,Supplier_K,Delhi WH,South,2023-01-15,2023-01-28,Sea,Net 30,3467.46,210,210,926,146,23,0,728166.6,728166.6,In Stock,9,0,13
ORD-002060,SKU-09474,Product_Zeta_47,FMCG,Supplier_K,Bangalore WH,East,2023-01-15,2023-02-05,Sea,Net 15,2783.8,312,395,352,28,36,5,868545.6,825118.32,In Stock,6,12,21
ORD-002061,SKU-05082,Product_Sigma_10,Furniture,Supplier_F,Chennai WH,West,2023-01-15,2023-01-28,Rail,Net 60,3500.64,174,366,223,72,12,5,609111.36,578655.79,In Stock,2,2,13
ORD-002062,SKU-05183,Product_Beta_21,Furniture,Supplier_L,Mumbai WH,Central,2023-01-15,2023-01-27,Sea,Immediate,2065.97,431,431,523,196,2,10,890433.07,801389.76,In Stock,7,3,12
ORD-002063,SKU-09652,Product_Gamma_12,Pharmaceuticals,Supplier_I,Mumbai WH,West,2023-01-15,2023-02-03,Air,Net 60,700.6,256,256,953,67,20,5,179353.6,170385.92,In Stock,6,4,19
ORD-002064,SKU-04754,Product_Zeta_23,FMCG,Supplier_I,Delhi WH,West,2023-01-15,2023-02-05,Air,Immediate,3332.17,463,463,706,142,16,10,1542794.71,1388515.24,In Stock,3,2,21
ORD-002065,SKU-02724,Product_Omega_32,Furniture,Supplier_A,Bangalore WH,North,2023-01-16,2023-02-14,Sea,Net 30,2628.11,101,101,758,101,14,0,265439.11,265439.11,Reorder Pending,4,7,29
ORD-002066,SKU-02376,Product_Zeta_31,Apparel,Supplier_L,Bangalore WH,East,2023-01-16,2023-02-12,Sea,Immediate,3200.48,16,16,508,128,2,10,51207.68,46086.91,In Stock,9,4,27
ORD-002067,SKU-09706,Product_Zeta_39,Pharmaceuticals,Supplier_H,Bangalore WH,Central,2023-01-16,2023-01-19,Road,Immediate,1696.61,197,197,367,26,16,15,334232.17,284097.34,In Stock,3,6,3
ORD-002068,SKU-09894,Product_Omega_9,Apparel,Supplier_L,Chennai WH,North,2023-01-16,2023-02-02,Road,Immediate,4535.26,258,258,665,118,4,15,1170097.08,994582.52,In Stock,1,4,17
ORD-002069,SKU-02653,Product_Delta_25,Furniture,Supplier_A,Kolkata WH,South,2023-01-16,2023-01-25,Road,Immediate,2940.98,384,384,589,50,43,5,1129336.32,1072869.5,In Stock,8,13,9
ORD-002070,SKU-03066,Product_Zeta_36,Pharmaceuticals,Supplier_K,Kolkata WH,North,2023-01-17,2023-01-30,Air,Immediate,436.16,244,244,651,121,13,0,106423.04,106423.04,In Stock,0,7,13
ORD-002071,SKU-01022,Product_Kappa_35,Electronics,Supplier_F,Kolkata WH,North,2023-01-17,2023-02-16,Road,Net 30,2254.52,348,348,499,75,38,0,784572.96,784572.96,In Stock,7,0,30
ORD-002072,SKU-03460,Product_Kappa_35,FMCG,Supplier_D,Delhi WH,West,2023-01-17,2023-01-25,Road,Net 60,3784.22,249,249,89,118,1,0,942270.78,942270.78,Low Stock,3,2,8
ORD-002073,SKU-06926,Product_Delta_25,Electronics,Supplier_C,Bangalore WH,South,2023-01-17,2023-02-03,Air,Immediate,3972.73,105,105,655,24,9,5,417136.65,396279.82,In Stock,8,2,17
ORD-002074,SKU-07251,Product_Beta_38,FMCG,Supplier_K,Kolkata WH,East,2023-01-18,2023-01-31,Road,Net 60,2478.04,182,182,948,49,21,0,451003.28,451003.28,In Stock,2,9,13
ORD-002075,SKU-08295,Product_Zeta_34,Industrial Parts,Supplier_G,Chennai WH,West,2023-01-18,2023-01-30,Sea,Net 30,4474.79,155,486,71,41,18,20,693592.45,554873.96,Reorder Pending,6,9,12
ORD-002076,SKU-04300,Product_Delta_45,Furniture,Supplier_A,Bangalore WH,East,2023-01-18,2023-02-14,Road,Immediate,1345.67,287,101,432,164,43,15,386207.29,328276.2,In Stock,2,2,27
ORD-002077,SKU-07279,Product_Beta_16,Electronics,Supplier_L,Hyderabad WH,Central,2023-01-18,2023-02-15,Sea,Net 30,2058.89,169,169,688,157,32,0,347952.41,347952.41,In Stock,9,5,28
ORD-002078,SKU-09553,Product_Omega_1,Apparel,Supplier_L,Mumbai WH,South,2023-01-18,2023-01-30,Rail,Net 30,4494.0,420,420,347,189,34,5,1887480.0,1793106.0,In Stock,6,8,12
ORD-002079,SKU-08353,Product_Delta_2,Furniture,Supplier_B,Mumbai WH,West,2023-01-18,2023-02-03,Sea,Net 60,4482.32,47,47,262,46,20,10,210669.04,189602.14,In Stock,1,12,16
ORD-002080,SKU-04727,Product_Omega_36,Pharmaceuticals,Supplier_B,Bangalore WH,North,2023-01-18,2023-02-13,Road,Immediate,3431.71,43,43,270,146,43,0,147563.53,147563.53,In Stock,2,11,26
ORD-002081,SKU-07272,Product_Kappa_9,Pharmaceuticals,Supplier_J,Delhi WH,Central,2023-01-18,2023-02-03,Sea,Net 15,4296.31,321,321,508,154,2,5,1379115.51,1310159.73,In Stock,7,5,16
ORD-002082,SKU-06995,Product_Beta_4,Industrial Parts,Supplier_D,Delhi WH,South,2023-01-18,2023-02-16,Rail,Net 60,452.98,306,105,507,42,4,5,138611.88,131681.29,In Stock,6,4,29
ORD-002083,SKU-01514,Product_Omega_24,FMCG,Supplier_J,Bangalore WH,East,2023-01-19,2023-02-08,Road,Net 30,4326.32,221,221,616,94,38,0,956116.72,956116.72,In Stock,2,11,20
ORD-002084,SKU-01448,Product_Gamma_19,Electronics,Supplier_B,Kolkata WH,South,2023-01-19,2023-01-20,Road,Net 60,1609.89,1,1,419,136,7,10,1609.89,1448.9,In Stock,7,0,1
ORD-002085,SKU-07019,Product_Kappa_10,Pharmaceuticals,Supplier_A,Hyderabad WH,West,2023-01-19,2023-02-05,Road,Net 60,899.87,200,200,71,155,22,20,179974.0,143979.2,Low Stock,8,1,17
ORD-002086,SKU-06343,Product_Zeta_16,Apparel,Supplier_D,Chennai WH,South,2023-01-19,2023-02-17,Air,Net 60,1204.46,441,441,73,27,20,0,531166.86,531166.86,In Stock,1,10,29
ORD-002087,SKU-09033,Product_Delta_15,Industrial Parts,Supplier_I,Hyderabad WH,West,2023-01-19,2023-01-24,Rail,Net 15,2095.66,144,144,654,120,35,5,301775.04,286686.29,In Stock,1,0,5
ORD-002088,SKU-03520,Product_Alpha_48,Pharmaceuticals,Supplier_C,Hyderabad WH,Central,2023-01-20,2023-02-04,Rail,Net 15,1263.45,378,378,502,24,4,0,477584.1,477584.1,Reorder Pending,6,11,15
ORD-002089,SKU-04081,Product_Gamma_8,FMCG,Supplier_J,Chennai WH,East,2023-01-20,2023-01-26,Sea,Net 60,1609.63,28,28,573,105,20,15,45069.64,38309.19,In Stock,7,5,6
ORD-002090,SKU-02428,Product_Gamma_25,Pharmaceuticals,Supplier_H,Hyderabad WH,North,2023-01-20,2023-01-28,Road,Immediate,683.54,342,342,145,149,35,15,233770.68,198705.08,Discontinued,4,2,8
ORD-002091,SKU-04967,Product_Alpha_45,Furniture,Supplier_E,Bangalore WH,South,2023-01-20,2023-01-23,Air,Immediate,1487.92,338,338,45,198,33,0,502916.96,502916.96,Low Stock,1,11,3
ORD-002092,SKU-07445,Product_Zeta_24,Apparel,Supplier_C,Mumbai WH,Central,2023-01-21,2023-02-07,Sea,Net 30,2865.7,278,278,740,31,21,15,796664.6,677164.91,In Stock,9,12,17
ORD-002093,SKU-03159,Product_Alpha_45,Industrial Parts,Supplier_K,Delhi WH,Central,2023-01-21,2023-02-11,Sea,Immediate,2214.85,41,458,104,66,14,0,90808.85,90808.85,In Stock,4,4,21
ORD-002094,SKU-06132,Product_Beta_43,Furniture,Supplier_F,Mumbai WH,West,2023-01-21,2023-01-30,Sea,Net 15,1740.13,332,210,108,45,31,0,577723.16,577723.16,In Stock,2,5,9
ORD-002095,SKU-03547,Product_Beta_31,FMCG,Supplier_F,Kolkata WH,West,2023-01-21,2023-01-28,Air,Net 15,3734.8,147,158,316,121,22,10,549015.6,494114.04,In Stock,8,4,7
ORD-002096,SKU-03979,Product_Gamma_2,Electronics,Supplier_B,Delhi WH,Central,2023-01-21,2023-01-26,Rail,Immediate,4468.61,345,345,120,139,30,0,1541670.45,1541670.45,Discontinued,1,2,5
ORD-002097,SKU-03649,Product_Gamma_24,Pharmaceuticals,Supplier_D,Bangalore WH,North,2023-01-21,2023-01-27,Rail,Net 15,3786.38,178,178,498,192,29,5,673975.64,640276.86,In Stock,8,1,6
ORD-002098,SKU-09505,Product_Gamma_6,Industrial Parts,Supplier_L,Delhi WH,North,2023-01-21,2023-01-27,Road,Net 30,1666.68,315,315,42,89,36,10,525004.2,472503.78,Low Stock,1,1,6
ORD-002099,SKU-04083,Product_Delta_5,Pharmaceuticals,Supplier_G,Hyderabad WH,South,2023-01-22,2023-02-03,Air,Net 15,3724.77,325,325,939,21,42,0,1210550.25,1210550.25,In Stock,0,11,12
ORD-002100,SKU-02037,Product_Alpha_37,Industrial Parts,Supplier_A,Bangalore WH,South,2023-01-22,2023-02-11,Road,Net 15,768.38,418,418,98,45,29,0,321182.84,321182.84,In Stock,9,1,20
ORD-002101,SKU-04489,Product_Zeta_10,FMCG,Supplier_J,Bangalore WH,South,2023-01-22,2023-02-14,Road,Net 60,660.29,167,167,705,33,7,5,110268.43,104755.01,In Stock,5,9,23
ORD-002102,SKU-08604,Product_Gamma_31,Industrial Parts,Supplier_A,Mumbai WH,South,2023-01-22,2023-02-18,Rail,Net 30,1734.68,123,123,310,101,32,0,213365.64,213365.64,In Stock,5,3,27
ORD-002103,SKU-08544,Product_Gamma_48,Furniture,Supplier_L,Chennai WH,North,2023-01-22,2023-01-26,Rail,Net 60,4040.43,74,74,213,121,13,0,298991.82,298991.82,In Stock,3,3,4
ORD-002104,SKU-03634,Product_Sigma_31,Electronics,Supplier_I,Chennai WH,East,2023-01-23,2023-02-14,Road,Net 60,1239.28,239,239,462,51,13,0,296187.92,296187.92,In Stock,1,11,22
ORD-002105,SKU-04983,Product_Zeta_47,Apparel,Supplier_F,Kolkata WH,South,2023-01-24,2023-02-01,Rail,Immediate,325.63,249,249,740,81,14,15,81081.87,68919.59,In Stock,9,2,8
ORD-002106,SKU-02778,Product_Omega_29,Electronics,Supplier_I,Chennai WH,East,2023-01-24,2023-02-07,Rail,Net 30,667.23,263,263,422,134,6,20,175481.49,140385.19,In Stock,2,7,14
ORD-002107,SKU-08902,Product_Alpha_19,Pharmaceuticals,Supplier_B,Chennai WH,South,2023-01-24,2023-02-19,Air,Net 15,4295.14,252,252,995,49,16,0,1082375.28,1082375.28,In Stock,5,14,26
ORD-002108,SKU-06110,Product_Beta_10,Industrial Parts,Supplier_I,Delhi WH,West,2023-01-24,2023-02-04,Air,Net 60,3172.58,357,357,388,160,41,0,1132611.06,1132611.06,In Stock,3,3,11
ORD-002109,SKU-06189,Product_Alpha_42,Industrial Parts,Supplier_L,Hyderabad WH,North,2023-01-24,2023-02-17,Rail,Net 15,1273.47,111,111,696,187,21,10,141355.17,127219.65,In Stock,4,7,24
ORD-002110,SKU-08378,Product_Alpha_39,Electronics,Supplier_B,Mumbai WH,North,2023-01-24,2023-01-28,Sea,Immediate,2780.93,180,180,111,50,44,20,500567.4,400453.92,In Stock,8,10,4
