TransactionID,CustomerID,TransactionDate,TransactionTime,TransactionType,MerchantCategory,Amount(INR),CardType,IsInternational,CustomerAge,AccountAgeDays,PreviousTransactions,DailyTransactionCount,TransactionHour,DistanceFromHome(km),Bank,DeviceUsed,FailedAttemptsLast24h,IsNewDevice,TimeSinceLastTransaction(min),IsFraud
TXN101116,CUST9715,2024-06-22,14:09:38,Mobile Payment,Electronics,22925.0,Visa,0,71,616,122,11,14,310.1,ICICI,ATM,0,0,384,0
TXN101117,CUST7401,2022-04-01,14:47:35,Bank Transfer,Restaurant,22807.57,RuPay,0,66,2203,240,14,14,339.6,Axis,POS Machine,0,0,585,0
TXN101118,CUST2441,2021-09-07,16:58:14,POS Terminal,Restaurant,43459.33,RuPay,1,23,3476,200,10,16,62.4,Citibank,Web Browser,3,0,567,0
TXN101119,CUST8545,2022-09-14,11:10:11,ATM Withdrawal,Luxury,14476.11,Discover,0,59,707,224,16,11,284.4,Citibank,POS Machine,0,0,59,0
TXN101120,CUST5191,2023-04-21,08:37:46,Contactless Payment,Clothing,67132.49,Mastercard,0,43,1055,412,15,8,309.8,PNB,Mobile App,3,1,158,0
TXN101121,CUST3919,2021-11-06,02:30:08,ATM Withdrawal,Electronics,58218.8,Mastercard,0,53,982,154,2,2,380.7,Barclays,POS Machine,0,0,59,1
TXN101122,CUST5300,2022-08-11,22:39:48,POS Terminal,Luxury,18000.93,Discover,0,42,349,79,6,22,193.1,SBI,Tablet,0,1,1303,0
TXN101123,CUST5565,2021-04-27,15:30:53,POS Terminal,Fuel,6082.1,Visa,1,24,341,129,5,15,497.4,Yes Bank,Web Browser,0,0,1385,0
TXN101124,CUST6022,2021-11-11,09:24:34,Mobile Payment,Clothing,10423.06,Amex,0,58,2309,375,13,9,456.4,HSBC,Mobile App,1,0,728,0
TXN101125,CUST7862,2022-01-06,05:05:01,Online Purchase,Luxury,12428.42,RuPay,0,46,1925,330,11,5,481.4,Yes Bank,Tablet,0,0,384,0
TXN101126,CUST3128,2021-09-12,06:45:08,ATM Withdrawal,Travel,19652.91,Visa,1,52,1524,97,12,6,364.5,SBI,POS Machine,0,0,219,0
TXN101127,CUST1308,2024-09-25,11:32:34,ATM Withdrawal,Jewellery,5050.46,Discover,0,75,213,279,2,11,215.2,Axis,Mobile App,1,0,193,0
TXN101128,CUST3401,2021-11-02,11:13:29,Mobile Payment,Groceries,11388.33,Visa,0,65,3200,47,19,11,453.5,Citibank,POS Machine,0,0,492,0
TXN101129,CUST5175,2022-02-02,20:41:10,Contactless Payment,Entertainment,5450.13,Amex,0,,402,496,10,20,238.3,Yes Bank,POS Machine,0,0,978,0
TXN101130,CUST8035,2021-03-25,12:59:17,Contactless Payment,Travel,2930.79,Discover,0,42,1201,199,11,12,291.9,Citibank,Web Browser,1,1,181,0
TXN101131,CUST3185,2023-02-09,23:42:48,Mobile Payment,Entertainment,21863.7,Amex,0,53,3180,256,16,23,52.0,Axis,Web Browser,1,0,556,1
TXN101132,CUST1934,2024-12-15,22:42:10,ATM Withdrawal,Luxury,25696.43,Amex,0,30,1747,169,9,22,201.3,Barclays,Tablet,5,0,464,0
TXN101133,CUST5969,2023-04-10,19:14:13,Bank Transfer,Fuel,4411.52,Visa,0,69,1063,392,13,19,119.7,Yes Bank,Web Browser,1,0,20,0
TXN101134,CUST7057,2023-09-25,15:16:53,Bank Transfer,Electronics,8022.89,Discover,0,36,3639,467,12,15,21.7,Barclays,Web Browser,1,0,857,0
TXN101135,CUST3345,2021-12-12,06:07:42,POS Terminal,Pharmacy,3468.32,RuPay,1,19,2083,97,17,6,,PNB,ATM,0,0,1098,0
TXN101136,CUST2533,2023-10-24,08:19:47,ATM Withdrawal,Fuel,3358.02,Amex,1,32,1636,327,4,8,161.2,HDFC,Tablet,1,0,340,0
TXN101137,CUST6468,2024-08-06,02:30:40,Contactless Payment,Entertainment,44050.51,Discover,0,29,1400,330,2,2,417.0,Citibank,ATM,5,0,1363,1
TXN101138,CUST8606,2021-08-13,21:54:41,Contactless Payment,Entertainment,1216.35,Visa,0,22,768,288,19,21,24.1,,Mobile App,0,1,1199,0
TXN101139,CUST3634,2022-05-11,15:43:37,ATM Withdrawal,Fuel,13703.81,Visa,0,66,111,279,11,15,315.1,Barclays,Mobile App,1,1,13,0
TXN101140,CUST9650,2021-08-19,01:36:33,Contactless Payment,Restaurant,5015.13,Mastercard,0,71,2042,357,15,1,135.6,ICICI,Tablet,0,0,661,0
TXN101141,CUST8879,2024-10-07,21:44:10,Online Purchase,Groceries,1842.41,Mastercard,1,55,462,221,15,21,196.5,Barclays,Tablet,0,0,55,0
TXN101142,CUST1051,2022-09-05,04:54:44,ATM Withdrawal,Jewellery,16473.96,Amex,0,53,1642,468,20,4,471.2,Citibank,Tablet,0,0,727,1
TXN101143,CUST5947,2024-05-13,20:49:33,Mobile Payment,Restaurant,8957.94,Discover,0,57,2400,337,8,20,476.1,Kotak,POS Machine,0,0,947,0
TXN101144,CUST1444,2024-11-06,19:10:10,Contactless Payment,Jewellery,14271.58,Amex,0,60,2750,106,3,19,196.4,HDFC,Mobile App,0,0,539,0
TXN101145,CUST1994,2023-06-28,06:27:09,Contactless Payment,Restaurant,5505.0,RuPay,1,63,3164,450,16,6,145.9,Axis,Web Browser,0,0,273,0
TXN101146,CUST6273,2024-04-01,15:15:21,Contactless Payment,Pharmacy,20870.05,Discover,0,50,141,211,20,15,423.1,HSBC,Mobile App,0,1,290,1
TXN101147,CUST4810,2024-12-12,01:45:57,POS Terminal,Restaurant,26121.41,Discover,0,33,1947,52,9,1,90.1,,ATM,2,0,697,0
TXN101148,CUST4042,2023-07-08,15:26:53,Mobile Payment,Travel,3623.92,RuPay,0,48,214,237,17,15,137.0,Kotak,ATM,1,0,1137,0
TXN101149,CUST4828,2021-11-22,21:30:27,POS Terminal,Groceries,2762.23,Mastercard,0,33,2726,465,12,21,278.5,ICICI,Mobile App,0,0,401,0
TXN101150,CUST3160,2021-11-28,01:37:13,Mobile Payment,Entertainment,2370.54,Mastercard,0,35,3606,160,13,1,404.4,SBI,ATM,1,0,147,0
TXN101151,CUST8750,2022-10-25,16:56:01,POS Terminal,Luxury,51417.21,Visa,0,28,1083,449,1,16,264.3,HDFC,,0,1,1156,1
TXN101152,CUST5674,2023-08-15,05:30:52,Mobile Payment,Fuel,65767.35,Amex,1,21,3156,243,13,5,377.3,Axis,Web Browser,0,1,1195,1
TXN101153,CUST5167,2021-08-19,17:57:58,Online Purchase,Groceries,1479.91,Visa,1,27,3165,410,19,17,95.8,Axis,POS Machine,0,0,927,0
TXN101154,CUST6971,2021-12-11,08:32:51,Contactless Payment,Groceries,10433.47,Amex,0,23,3621,96,8,8,127.9,SBI,POS Machine,0,0,1071,0
TXN101155,CUST2897,2023-07-10,08:22:58,ATM Withdrawal,Travel,2579.33,Amex,0,61,1222,275,14,8,373.1,PNB,Tablet,1,0,452,0
TXN101156,CUST6330,2022-10-03,23:14:42,ATM Withdrawal,Jewellery,312.4,Visa,0,41,1278,162,3,23,209.8,Kotak,Mobile App,0,0,1408,0
TXN101157,CUST5364,2023-08-24,22:34:13,ATM Withdrawal,Entertainment,6583.34,Discover,0,50,2583,215,15,22,326.1,Yes Bank,Mobile App,0,0,266,0
TXN101158,CUST3465,2023-04-27,17:20:21,Mobile Payment,Jewellery,757.53,Mastercard,0,36,1051,206,12,17,386.2,Axis,ATM,0,0,511,0
TXN101159,CUST7338,2022-12-09,01:19:25,Contactless Payment,Luxury,47755.54,Discover,1,30,466,418,11,1,409.5,SBI,,3,0,771,1
TXN101160,CUST1773,2021-01-26,19:17:40,Contactless Payment,Groceries,7468.04,Mastercard,0,23,419,394,15,19,165.7,SBI,Web Browser,2,0,1149,0
TXN101161,CUST2558,2023-04-19,09:55:24,Bank Transfer,Electronics,27843.93,RuPay,1,50,1638,468,3,9,459.8,,Tablet,0,0,888,1
TXN101162,CUST1589,2023-11-17,23:39:38,Online Purchase,Jewellery,33391.36,Amex,0,32,141,394,5,23,283.6,PNB,POS Machine,0,0,12,1
TXN101163,CUST2339,2023-12-27,06:25:57,POS Terminal,Pharmacy,18981.34,Discover,0,54,1222,316,10,6,295.4,HDFC,Tablet,2,1,1289,0
TXN101164,CUST7021,2023-09-19,16:19:13,Online Purchase,Electronics,17292.71,Visa,0,66,64,8,2,16,381.1,Axis,Web Browser,0,1,110,0
TXN101165,CUST6677,2021-08-25,20:10:15,Contactless Payment,Pharmacy,18441.29,Mastercard,0,73,2359,324,5,20,213.4,Axis,Tablet,2,0,1172,1
TXN101166,CUST6449,2023-10-02,14:08:54,Bank Transfer,Groceries,1146.21,Amex,0,42,324,425,1,14,93.4,SBI,Web Browser,0,0,1171,0
TXN101167,CUST2550,2021-09-08,16:44:51,Mobile Payment,Travel,143659.63,RuPay,1,44,2123,484,8,16,,PNB,Mobile App,2,0,1249,1
TXN101168,CUST4445,2023-06-13,09:14:47,ATM Withdrawal,Clothing,12856.74,Visa,0,31,1502,19,10,9,138.6,Barclays,ATM,2,1,1306,0
TXN101169,CUST5481,2022-02-22,02:25:14,Online Purchase,Fuel,17371.18,RuPay,0,25,3139,319,10,2,465.5,Citibank,ATM,1,1,46,1
TXN101170,CUST3691,2022-05-25,03:18:52,Contactless Payment,Restaurant,7905.79,Visa,0,27,2040,89,11,3,249.4,Kotak,ATM,3,0,999,0
TXN101171,CUST7808,2021-10-17,10:01:28,Bank Transfer,Restaurant,51879.85,Amex,0,64,558,225,13,10,498.7,ICICI,Web Browser,1,1,1037,1
TXN101172,CUST9249,2022-10-23,15:23:34,Mobile Payment,Jewellery,2249.57,Visa,0,35,964,150,10,15,176.2,HDFC,Web Browser,2,0,1191,0
TXN101173,CUST2698,2023-10-04,08:07:17,Online Purchase,Electronics,8184.62,Discover,0,28,968,390,10,8,107.4,Axis,ATM,1,0,1424,0
TXN101174,CUST5613,2021-03-16,17:32:58,Contactless Payment,Electronics,799.23,Visa,0,23,1847,374,7,17,403.7,HSBC,POS Machine,0,0,646,0
TXN101175,CUST7944,2023-11-09,07:00:21,Online Purchase,Travel,54200.87,Visa,0,54,3504,143,14,7,412.7,Axis,Mobile App,0,1,1367,1
TXN101176,CUST3956,2021-03-23,05:00:29,Bank Transfer,Jewellery,30356.08,Visa,1,34,1464,470,17,5,280.9,Yes Bank,POS Machine,0,1,26,1
TXN101177,CUST5915,2024-06-06,01:02:25,Online Purchase,Travel,4400.34,Visa,0,60,2468,441,13,1,372.9,Citibank,Mobile App,,0,38,0
TXN101178,CUST1195,2022-04-15,05:07:23,Bank Transfer,Pharmacy,44887.1,RuPay,0,25,573,26,16,5,328.1,Kotak,Web Browser,2,1,1379,1
TXN101179,CUST4009,2022-12-05,17:15:01,Mobile Payment,Entertainment,2116.62,RuPay,0,69,857,134,3,17,84.3,PNB,POS Machine,1,0,780,0
TXN101180,CUST8141,2024-01-01,10:36:44,Contactless Payment,Pharmacy,8511.08,Mastercard,0,71,35,396,10,10,406.8,ICICI,ATM,0,0,68,0
TXN101181,CUST9753,2024-09-28,02:06:06,ATM Withdrawal,Electronics,44926.29,Amex,1,50,1822,131,19,2,371.9,Barclays,Web Browser,0,0,620,1
TXN101182,CUST5798,2024-01-06,03:12:58,POS Terminal,Groceries,5167.98,Visa,0,63,390,469,19,3,268.6,Kotak,Tablet,0,0,925,0
TXN101183,CUST5554,2023-06-03,12:23:47,Bank Transfer,Entertainment,2555.6,Visa,0,56,326,2,5,12,271.4,HDFC,Tablet,0,0,1067,0
TXN101184,CUST4936,2024-11-07,22:28:43,Online Purchase,Clothing,29296.0,Discover,0,25,2077,74,14,22,,PNB,Web Browser,4,0,134,1
TXN101185,CUST2320,2021-02-06,05:52:14,Online Purchase,Fuel,11294.87,Discover,0,37,2497,439,4,5,267.6,Yes Bank,POS Machine,0,0,815,0
TXN101186,CUST4483,2024-11-09,09:49:17,Mobile Payment,Entertainment,5103.66,RuPay,0,67,3387,181,1,9,105.7,Kotak,Web Browser,1,1,1071,0
TXN101187,CUST1726,2021-09-22,13:24:29,Contactless Payment,Entertainment,4013.79,Mastercard,0,46,2103,128,19,13,453.4,SBI,POS Machine,0,0,346,0
TXN101188,CUST4095,2023-05-03,12:20:47,ATM Withdrawal,Groceries,37029.71,Amex,1,43,2478,22,1,12,462.0,SBI,Tablet,0,1,422,1
TXN101189,CUST5377,2021-02-09,19:04:04,Bank Transfer,Restaurant,34891.39,Mastercard,0,56,1995,359,19,19,273.4,Yes Bank,Web Browser,1,0,488,1
TXN101190,CUST9119,2022-12-17,08:09:59,POS Terminal,Jewellery,53580.23,Mastercard,1,26,1588,482,18,8,288.9,Citibank,POS Machine,0,0,1122,1
TXN101191,CUST2302,2024-12-25,11:17:57,POS Terminal,Clothing,26272.07,Amex,0,20,752,10,8,11,243.1,Yes Bank,ATM,0,1,456,0
TXN101192,CUST5860,2022-08-03,00:53:48,Bank Transfer,Pharmacy,4283.25,Visa,0,63,3175,69,17,0,369.8,Kotak,Web Browser,0,0,1262,0
TXN101193,CUST9336,2023-07-19,19:20:18,ATM Withdrawal,Clothing,47583.09,Amex,0,51,2465,153,1,19,157.6,Axis,Mobile App,1,0,955,0
TXN101194,CUST9608,2022-04-11,08:04:11,Online Purchase,Electronics,24382.23,Amex,0,59,2448,405,15,8,460.6,HDFC,Tablet,,0,,1
TXN101195,CUST8867,2021-04-04,21:53:25,Mobile Payment,Restaurant,43437.89,Amex,0,71,2265,424,17,21,213.3,SBI,Tablet,0,0,376,0
TXN101196,CUST6277,2021-04-21,23:49:36,Online Purchase,Groceries,22120.51,RuPay,0,65,1507,212,5,23,313.0,SBI,POS Machine,2,0,174,1
TXN101197,CUST8669,2023-02-12,16:25:00,Contactless Payment,Travel,35356.36,Amex,1,42,578,311,9,16,187.9,Kotak,POS Machine,0,0,751,0
TXN101198,CUST3562,2021-08-19,22:35:10,Online Purchase,Jewellery,112209.42,Mastercard,0,48,2318,263,3,22,280.2,Yes Bank,Mobile App,0,0,689,0
TXN101199,CUST6728,2022-05-14,16:23:36,Online Purchase,Clothing,16900.56,Discover,0,51,254,245,11,16,180.8,HDFC,POS Machine,1,0,1370,0
TXN101200,CUST2324,2024-11-26,06:45:15,POS Terminal,Clothing,3074.83,Visa,0,56,780,386,18,6,40.5,Barclays,POS Machine,0,0,680,0
TXN101201,CUST9191,2023-01-05,01:11:02,Contactless Payment,Clothing,31248.03,Discover,0,58,296,393,4,1,213.5,Kotak,ATM,0,0,1226,0
TXN101202,CUST4102,2023-10-25,09:38:33,POS Terminal,Clothing,53449.12,Mastercard,1,39,1931,346,15,9,47.6,Axis,Tablet,3,0,117,1
TXN101203,CUST1736,2022-05-18,13:50:18,ATM Withdrawal,Electronics,17445.92,Amex,0,,1073,130,8,13,43.0,Citibank,,1,1,1377,0
TXN101204,CUST6315,2021-08-10,07:45:45,Online Purchase,Fuel,1059.4,Mastercard,0,59,899,262,1,7,335.7,ICICI,POS Machine,0,0,367,0
TXN101205,CUST8168,2024-01-09,09:11:06,Online Purchase,Clothing,10669.62,RuPay,0,27,1670,487,10,9,50.6,PNB,Mobile App,0,0,340,0
TXN101206,CUST1473,2022-06-10,11:59:03,Bank Transfer,Fuel,6717.32,Visa,1,69,3625,37,3,11,89.3,Yes Bank,POS Machine,0,0,1103,0
TXN101207,CUST5036,2022-11-23,22:50:12,POS Terminal,Clothing,1704.79,Visa,0,42,3359,94,14,22,222.9,ICICI,Mobile App,0,0,181,0
TXN101208,CUST6726,2023-05-15,01:36:14,Online Purchase,Travel,1286.11,Amex,0,25,148,402,7,1,397.7,HDFC,Tablet,0,0,1150,0
TXN101209,CUST8110,2021-05-13,04:28:06,Mobile Payment,Electronics,521.86,Amex,0,49,1135,454,20,4,107.0,Kotak,ATM,0,0,260,0
TXN101210,CUST9641,2024-11-06,11:08:33,Contactless Payment,Restaurant,1910.19,RuPay,0,26,2431,429,8,11,353.7,ICICI,Tablet,0,0,1288,0
TXN101211,CUST7859,2023-09-19,00:41:11,Contactless Payment,Restaurant,2734.24,Mastercard,1,68,276,307,7,0,76.4,HDFC,ATM,0,0,91,0
TXN101212,CUST4180,2021-05-06,10:41:07,Online Purchase,Entertainment,3831.26,Mastercard,0,28,572,439,9,10,325.3,,Web Browser,0,0,428,0
TXN101213,CUST4655,2024-07-17,20:00:06,Contactless Payment,Jewellery,28094.64,Amex,0,55,3280,213,7,20,354.5,Yes Bank,Tablet,0,0,642,0
TXN101214,CUST9976,2021-12-24,04:18:29,POS Terminal,Clothing,2841.76,Visa,1,52,2887,163,18,4,386.7,Axis,ATM,0,0,603,0
TXN101215,CUST5738,2023-08-09,05:06:51,Bank Transfer,Travel,8595.6,Visa,0,47,3235,290,1,5,482.4,Citibank,Tablet,0,0,910,0
TXN101216,CUST1078,2021-10-16,06:35:39,Mobile Payment,Electronics,2765.63,Visa,1,73,3647,66,1,6,379.4,ICICI,Mobile App,0,0,1370,0
TXN101217,CUST2273,2022-06-16,09:22:16,Contactless Payment,Restaurant,18012.47,Mastercard,0,48,2237,183,2,9,289.8,HSBC,Web Browser,2,0,740,1
TXN101218,CUST2215,2022-10-26,20:00:08,ATM Withdrawal,Luxury,13697.86,Amex,0,75,3483,362,15,20,195.5,Kotak,ATM,0,1,197,0
TXN101219,CUST7830,2022-11-09,03:09:19,Bank Transfer,Entertainment,25430.39,RuPay,0,24,81,252,1,3,79.3,Kotak,ATM,0,0,1131,0
TXN101220,CUST8571,2022-06-01,17:31:31,Online Purchase,Jewellery,13439.76,Visa,0,20,612,457,6,17,285.0,ICICI,Tablet,0,0,1197,0
TXN101221,CUST4648,2021-03-20,11:24:40,POS Terminal,Jewellery,24853.54,Visa,1,34,1026,103,12,11,93.0,PNB,Tablet,1,0,521,0
TXN101222,CUST8479,2021-11-01,06:36:33,Online Purchase,Restaurant,57150.45,Amex,0,21,630,235,19,6,212.8,ICICI,Web Browser,1,1,213,1
TXN101223,CUST2653,2024-03-11,16:31:18,Bank Transfer,Luxury,13956.09,Amex,0,23,1088,465,13,16,52.8,Barclays,Tablet,1,0,1018,0
TXN101224,CUST9601,2024-05-03,02:31:05,Online Purchase,Jewellery,991.18,Visa,0,55,3531,31,9,2,304.7,HSBC,POS Machine,1,0,715,0
TXN101225,CUST9427,2023-04-13,20:19:08,POS Terminal,Groceries,7740.4,Amex,0,40,103,193,8,20,340.0,SBI,Web Browser,0,0,895,0
TXN101226,CUST4081,2022-08-14,20:35:36,POS Terminal,Clothing,35728.09,Visa,0,58,2806,145,16,20,255.2,Yes Bank,Mobile App,5,0,89,0
TXN101227,CUST4319,2023-03-24,23:44:25,Mobile Payment,Electronics,89678.48,RuPay,0,58,1708,14,10,23,130.7,HDFC,Web Browser,0,0,1357,0
TXN101228,CUST2448,2022-04-26,14:57:08,ATM Withdrawal,Travel,11369.22,Visa,1,33,2115,385,12,14,334.6,HSBC,Tablet,1,0,1336,1
TXN101229,CUST9035,2024-02-22,01:40:19,Contactless Payment,Pharmacy,20777.86,Mastercard,0,49,2845,340,15,1,98.2,PNB,Mobile App,0,0,618,0
TXN101230,CUST1057,2023-09-02,02:19:33,POS Terminal,Fuel,8205.28,Mastercard,0,25,3344,142,16,2,130.2,Kotak,Tablet,0,0,1188,0
TXN101231,CUST8928,2023-08-08,13:34:06,POS Terminal,Electronics,10012.37,Amex,0,21,3632,315,2,13,285.6,HDFC,ATM,0,0,576,0
TXN101232,CUST9436,2021-10-05,12:42:01,Online Purchase,Travel,5136.94,Mastercard,0,25,3526,448,18,12,457.5,HSBC,Tablet,0,1,38,0
TXN101233,CUST4405,2024-02-20,20:42:20,Mobile Payment,Entertainment,48755.99,Mastercard,0,20,551,207,11,20,488.2,ICICI,Tablet,1,0,322,0
TXN101234,CUST1197,2023-01-03,11:58:57,ATM Withdrawal,Entertainment,10167.19,Visa,0,70,1528,92,1,11,356.6,Axis,Mobile App,0,1,327,0
TXN101235,CUST6770,2023-11-03,20:46:12,POS Terminal,Clothing,13793.8,Amex,0,66,931,199,19,20,63.4,SBI,Web Browser,2,0,979,1
TXN101236,CUST9822,2024-03-03,20:40:46,Bank Transfer,Jewellery,3494.57,RuPay,0,49,2918,417,9,20,115.7,ICICI,ATM,1,0,525,0
TXN101237,CUST1371,2022-09-03,16:25:51,Contactless Payment,Clothing,15155.01,Amex,0,21,1355,464,20,16,22.6,Kotak,Tablet,0,1,882,0
TXN101238,CUST7804,2022-12-02,03:25:00,Mobile Payment,Fuel,32043.89,Discover,0,46,1203,390,17,3,15.3,HSBC,POS Machine,2,0,289,1
TXN101239,CUST3722,2024-12-06,07:33:38,Online Purchase,Electronics,3287.09,Mastercard,0,20,3356,372,3,7,203.8,Axis,POS Machine,1,0,1239,0
TXN101240,CUST3498,2024-01-07,00:37:05,ATM Withdrawal,Jewellery,57952.21,Visa,1,27,3628,473,16,0,496.5,Citibank,Mobile App,1,0,133,1
TXN101241,CUST2001,2024-06-04,06:01:42,POS Terminal,Restaurant,20427.83,Mastercard,0,50,3239,119,5,6,116.3,Barclays,Web Browser,0,1,626,0
TXN101242,CUST1830,2022-09-13,12:06:42,POS Terminal,Luxury,5026.72,RuPay,0,73,3374,43,14,12,249.1,Kotak,Web Browser,0,0,407,0
TXN101243,CUST9194,2021-11-28,13:48:10,Mobile Payment,Pharmacy,3066.59,Discover,0,49,3198,470,11,13,132.1,Barclays,,0,0,1255,0
TXN101244,CUST1265,2021-07-20,09:56:05,Mobile Payment,Jewellery,58649.72,Amex,0,23,1521,254,11,9,111.9,Kotak,ATM,0,1,1362,1
TXN101245,CUST9939,2024-01-15,22:07:22,Mobile Payment,Restaurant,7587.75,Visa,0,46,1398,214,20,22,250.4,HSBC,Web Browser,0,0,39,0
TXN101246,CUST2840,2024-05-11,23:50:27,Mobile Payment,Fuel,10469.57,Discover,0,57,223,314,2,23,201.2,SBI,POS Machine,0,1,711,0
TXN101247,CUST9321,2023-01-23,18:55:21,Contactless Payment,Luxury,28611.93,RuPay,0,37,2130,396,19,18,25.4,SBI,ATM,0,0,1099,0
TXN101248,CUST6969,2023-07-21,09:42:30,Online Purchase,Fuel,30939.98,RuPay,0,68,1439,312,6,9,398.7,PNB,ATM,5,0,1221,1
TXN101249,CUST7191,2024-04-22,22:22:21,Bank Transfer,Groceries,7767.87,Visa,0,21,64,181,1,22,262.2,Kotak,Web Browser,0,0,1268,0
TXN101250,CUST8816,2024-04-17,20:32:10,Bank Transfer,Electronics,28225.84,Mastercard,0,43,2738,322,7,20,29.9,Barclays,Tablet,0,0,392,0
TXN101251,CUST2865,2024-05-11,22:09:08,POS Terminal,Restaurant,2401.43,Visa,0,21,941,145,19,22,25.6,Kotak,POS Machine,1,1,900,0
TXN101252,CUST9864,2022-11-08,19:54:07,POS Terminal,Clothing,33589.46,Amex,0,66,997,422,4,19,385.4,Kotak,ATM,2,1,1153,1
TXN101253,CUST9255,2021-02-08,17:42:14,POS Terminal,Pharmacy,6432.79,Discover,1,45,657,489,7,17,195.6,HDFC,POS Machine,2,1,898,1
TXN101254,CUST5825,2023-11-10,21:29:11,Bank Transfer,Luxury,5747.71,Mastercard,0,35,3395,336,2,21,52.5,SBI,Tablet,1,0,436,0
TXN101255,CUST9362,2024-01-13,05:58:07,Contactless Payment,Luxury,43973.3,Amex,0,65,2340,280,15,5,340.0,PNB,POS Machine,1,0,1172,1
TXN101256,CUST4864,2023-06-28,18:33:56,Bank Transfer,Travel,52921.19,Mastercard,0,50,1074,449,16,18,426.8,PNB,ATM,,1,219,1
TXN101257,CUST8636,2022-05-15,20:17:30,Online Purchase,Pharmacy,4952.42,Visa,0,43,2572,143,5,20,109.1,PNB,Web Browser,5,0,287,0
TXN101258,CUST1676,2024-11-14,02:39:25,Online Purchase,Clothing,55911.71,Visa,1,53,3455,470,14,2,38.1,ICICI,Tablet,3,0,,1
TXN101259,CUST5361,2024-06-20,15:18:55,ATM Withdrawal,Clothing,24548.76,Visa,0,74,1869,396,12,15,336.1,Yes Bank,Tablet,2,0,1180,0
TXN101260,CUST5507,2022-06-07,14:42:06,Mobile Payment,Electronics,8545.1,Visa,0,32,245,3,13,14,196.8,Axis,Mobile App,0,0,1093,0
TXN101261,CUST2228,2024-11-02,16:26:45,Mobile Payment,Pharmacy,7324.02,RuPay,0,26,2699,219,11,16,466.1,SBI,Tablet,0,0,63,0
TXN101262,CUST3864,2024-12-08,10:05:28,ATM Withdrawal,Travel,16290.36,RuPay,1,41,290,18,19,10,396.0,HSBC,Web Browser,2,0,1430,1
TXN101263,CUST1200,2024-10-20,07:42:47,Bank Transfer,Entertainment,4145.58,Visa,0,22,3240,409,12,7,324.2,Axis,ATM,0,1,1253,0
TXN101264,CUST9518,2024-04-18,16:22:57,POS Terminal,Fuel,1337.34,Mastercard,0,20,2856,466,14,16,113.9,Barclays,Web Browser,1,0,434,0
TXN101265,CUST4048,2024-12-19,08:31:39,Bank Transfer,Pharmacy,5849.08,Visa,0,18,2365,465,9,8,460.3,ICICI,ATM,1,0,1396,0
TXN101266,CUST1901,2024-04-18,06:11:07,Bank Transfer,Pharmacy,25064.53,RuPay,0,19,2987,390,19,6,325.2,HSBC,Tablet,,0,858,1
TXN101267,CUST9145,2022-12-06,05:42:38,ATM Withdrawal,Electronics,53321.8,Discover,1,41,1661,157,18,5,45.7,HDFC,Mobile App,0,0,1436,1
TXN101268,CUST6440,2022-08-01,22:00:00,ATM Withdrawal,Jewellery,14233.23,Amex,1,22,1636,182,2,22,147.7,Yes Bank,Web Browser,0,0,482,0
TXN101269,CUST6523,2021-01-28,10:19:47,ATM Withdrawal,Pharmacy,13314.78,RuPay,0,23,1624,24,4,10,282.1,Kotak,Mobile App,0,0,24,0
TXN101270,CUST1286,2024-07-07,00:22:33,Mobile Payment,Pharmacy,48797.27,Discover,1,54,607,106,11,0,454.4,Citibank,Web Browser,0,0,1080,1
TXN101271,CUST3540,2023-07-18,21:06:40,Contactless Payment,Groceries,7644.29,Discover,0,37,2961,230,5,21,148.0,Yes Bank,Mobile App,0,1,1349,0
TXN101272,CUST3047,2022-02-19,14:47:35,ATM Withdrawal,Travel,3754.73,Visa,0,75,1395,385,4,14,69.5,HDFC,POS Machine,0,0,1323,0
TXN101273,CUST1124,2021-06-26,15:00:18,Mobile Payment,Electronics,24400.65,RuPay,0,,3564,412,6,15,69.9,PNB,Mobile App,0,0,128,0
TXN101274,CUST1461,2021-03-22,11:47:39,Bank Transfer,Restaurant,13364.17,Mastercard,0,36,2037,155,18,11,356.5,HDFC,ATM,1,0,986,0
TXN101275,CUST4950,2021-01-14,22:58:11,Online Purchase,Entertainment,10077.09,Mastercard,0,30,317,8,13,22,348.3,Barclays,POS Machine,0,0,1321,0
TXN101276,CUST1858,2023-12-19,17:47:42,ATM Withdrawal,Jewellery,18816.32,RuPay,1,66,1933,211,4,17,286.3,Yes Bank,Web Browser,0,0,,1
TXN101277,CUST2191,2021-03-26,07:29:19,ATM Withdrawal,Clothing,2720.67,Visa,1,46,2256,487,5,7,154.8,PNB,Tablet,0,1,156,0
TXN101278,CUST1717,2023-01-23,20:52:50,Online Purchase,Jewellery,5640.71,Discover,0,26,3172,407,9,20,94.1,SBI,Tablet,0,0,,0
TXN101279,CUST5913,2022-06-10,06:12:30,Mobile Payment,Luxury,71745.01,Visa,1,74,2612,496,17,6,376.4,SBI,Tablet,1,0,1140,1
TXN101280,CUST6039,2023-01-25,04:40:41,ATM Withdrawal,Clothing,7693.29,Mastercard,0,33,1442,387,5,4,356.4,Kotak,POS Machine,0,0,1023,0
TXN101281,CUST1957,2021-08-02,09:08:53,Bank Transfer,Clothing,28252.03,Discover,0,29,2490,217,17,9,328.5,HSBC,Web Browser,0,1,15,0
