study_hours_per_day,attendance_percentage,assignments_completed,sleep_hours,previous_score,internet_access,extracurricular_activities,parental_education_level,distance_from_school_km,tutoring,final_score
6.3,56.5,1,6.9,84.2,0,0,4,19.4,0,42.57
4.6,63.7,5,6.1,69.4,1,1,4,15.1,0,51.19
1.5,65.3,5,9.5,68.7,1,0,2,25.5,0,39.01
4.0,64.7,7,7.4,38.0,0,0,2,26.3,1,26.42
8.2,94.5,6,8.6,38.8,0,0,3,5.5,0,62.92
1.0,82.8,7,8.9,67.1,1,0,4,4.5,0,46.1
4.0,76.5,8,6.1,48.8,0,0,1,19.1,1,35.01
4.6,58.6,5,6.6,31.5,1,1,3,9.4,1,40.22
5.8,89.4,2,9.1,80.6,0,0,2,1.0,1,64.72
9.3,97.3,9,6.2,32.3,0,1,4,26.7,1,68.38
4.1,89.3,2,8.8,71.7,0,0,2,7.2,0,39.97
4.1,40.1,10,9.6,67.7,0,0,2,27.9,1,42.9
7.6,78.2,0,7.7,97.8,0,1,2,21.7,1,65.88
5.1,43.1,10,8.4,63.9,1,0,3,23.0,1,53.87
3.0,55.5,4,8.8,34.5,0,0,1,6.4,1,17.61
5.1,43.6,3,9.1,68.6,0,1,1,7.4,0,41.82
2.3,76.2,8,6.4,88.9,1,1,4,15.9,1,59.93
2.6,81.2,8,4.3,99.8,1,0,2,5.6,1,71.95
5.5,46.9,4,6.4,60.1,1,0,1,9.5,1,46.94
4.8,63.0,9,8.0,52.4,0,0,2,10.0,1,51.2
9.2,67.4,3,6.7,93.5,0,1,4,5.2,0,80.36
4.3,62.1,6,8.5,43.4,1,0,2,6.6,1,42.55
6.2,47.3,5,6.1,73.1,1,1,1,23.8,1,52.25
6.7,65.1,3,7.8,58.4,1,1,2,5.4,1,61.02
1.1,85.1,9,5.1,32.9,1,0,1,1.3,0,32.51
7.0,44.3,1,8.5,54.3,0,1,4,19.1,1,38.64
2.6,44.8,0,7.3,48.6,0,0,2,29.3,1,0.41
9.6,61.3,3,5.2,78.0,0,0,1,10.3,0,55.91
2.3,96.5,3,5.8,96.4,0,1,4,4.0,1,63.21
4.7,80.1,0,8.5,48.8,0,1,2,17.3,0,34.95
1.8,80.7,5,6.9,86.8,1,1,4,27.2,0,51.53
10.0,61.7,3,5.3,33.9,0,1,1,23.6,1,38.49
5.5,75.6,0,9.8,67.7,1,1,2,18.9,1,40.42
6.4,40.6,0,8.3,34.9,1,1,2,9.8,0,25.1
1.6,78.2,0,9.7,95.4,1,0,2,16.5,0,40.28
7.7,94.8,7,6.6,83.6,0,0,4,3.2,1,79.22
2.9,76.8,9,6.9,76.1,1,0,4,20.5,0,57.99
9.1,92.4,7,9.4,87.7,0,1,1,21.9,0,88.69
2.8,83.4,1,7.2,75.3,1,1,3,29.0,1,41.8
2.7,47.2,10,8.2,97.8,0,1,2,8.2,0,58.51
1.3,94.1,6,5.5,80.0,1,0,2,1.0,0,49.4
5.2,44.0,7,6.7,94.7,0,0,1,16.6,0,51.32
6.1,72.0,7,4.7,66.2,1,1,2,21.4,0,50.89
1.6,48.5,10,5.2,38.2,1,1,4,23.8,0,29.41
8.0,40.7,9,4.0,67.0,1,1,4,6.2,0,66.87
5.1,65.3,10,4.2,38.9,1,1,2,8.2,1,50.81
5.7,57.7,6,9.9,71.5,0,0,2,15.6,0,52.25
5.0,69.2,4,5.5,63.8,0,0,4,10.3,1,46.98
4.6,74.6,0,8.0,73.6,0,0,2,25.9,1,28.18
6.0,42.6,8,9.0,30.7,1,1,4,14.5,1,49.5
2.4,47.4,6,7.3,43.6,1,0,3,24.1,1,22.96
2.6,73.5,1,4.9,64.4,1,1,3,17.6,1,29.26
8.8,60.6,5,8.4,96.5,1,1,2,23.3,1,72.21
9.5,83.8,1,7.6,56.9,1,1,2,10.3,1,65.28
4.4,79.1,0,8.4,59.7,1,0,2,25.0,1,34.37
3.4,90.7,6,8.6,80.0,0,0,4,8.6,0,50.73
6.8,81.5,1,9.9,72.3,0,1,3,16.6,1,59.61
4.7,65.8,1,7.4,50.9,0,0,3,6.8,1,27.01
1.2,80.4,10,6.0,58.8,0,1,1,14.5,1,42.89
2.4,56.5,4,7.9,45.2,0,1,1,9.9,0,24.06
7.4,58.4,4,4.4,97.6,0,1,2,8.4,1,68.6
6.9,87.3,6,9.4,39.1,0,0,4,29.0,0,54.72
1.2,66.8,0,4.7,56.0,0,0,2,5.2,1,10.04
3.0,87.9,7,6.0,31.8,1,1,3,23.7,1,37.39
3.1,89.3,2,8.9,45.5,1,0,2,29.5,0,26.76
7.0,91.5,3,7.6,84.6,1,0,2,1.1,1,73.82
1.2,95.0,8,6.4,44.1,1,0,3,21.1,0,36.57
1.9,65.9,3,6.8,35.6,1,0,3,8.0,0,19.41
8.2,59.1,9,9.1,63.2,1,1,3,1.7,1,76.13
2.6,74.9,4,6.0,30.7,1,0,3,12.4,1,21.45
6.9,62.3,6,9.2,35.9,0,1,1,28.1,0,41.73
3.1,76.1,3,4.5,86.5,0,1,4,0.8,0,51.68
1.9,82.3,0,8.7,84.0,1,0,4,17.8,1,47.01
3.2,81.3,8,9.1,94.1,0,1,3,15.3,1,66.37
7.5,62.5,3,5.1,89.8,0,1,4,26.3,1,56.4
8.7,50.0,8,6.6,77.8,0,0,4,3.0,0,64.8
8.5,65.8,5,5.0,33.7,0,1,4,20.6,1,47.37
4.6,48.6,0,8.2,84.8,0,1,4,20.6,0,34.83
7.0,93.4,2,7.2,89.2,1,0,3,20.2,1,75.17
2.8,60.8,10,7.8,85.9,0,0,2,28.3,0,42.64
3.6,49.3,1,5.2,65.6,1,0,2,24.8,0,23.51
9.1,41.5,8,5.3,46.3,1,0,2,1.7,1,64.36
1.1,78.7,0,4.2,89.2,1,0,1,14.4,0,31.79
1.8,78.2,8,5.9,80.9,0,1,4,12.2,0,52.6
2.9,60.4,8,7.4,98.7,1,1,3,9.6,0,60.09
1.2,44.3,7,9.1,40.9,1,0,3,13.8,0,18.53
2.6,64.6,7,8.0,45.8,1,0,1,11.8,0,36.47
6.2,58.7,10,6.6,44.8,1,1,3,13.3,1,64.24
4.8,80.6,0,9.7,85.5,0,0,2,29.4,1,42.34
9.0,76.3,10,8.3,43.1,1,0,1,3.1,0,63.75
8.4,61.9,7,9.6,34.7,1,1,3,27.7,1,44.92
4.1,53.1,9,7.2,99.9,1,1,1,14.7,0,60.12
3.3,99.3,2,5.6,31.7,1,1,1,18.9,0,25.74
4.4,67.2,10,4.3,88.5,0,0,3,25.0,1,64.67
6.3,81.3,6,8.4,55.6,1,1,2,11.1,0,61.9
3.4,48.4,10,4.7,88.9,1,0,3,13.2,0,56.46
6.6,69.1,0,5.8,68.8,1,1,4,12.6,0,47.42
4.7,41.7,0,7.2,93.1,1,0,4,11.6,1,44.18
6.0,70.3,9,7.4,94.8,1,0,3,27.8,1,78.53
4.9,97.8,4,7.6,30.6,1,0,2,25.0,0,35.46
3.7,63.1,4,5.0,35.3,0,1,4,3.7,0,19.53
9.5,42.3,7,6.3,47.5,1,1,4,3.7,0,59.26
7.9,41.9,6,7.7,76.9,0,1,3,13.1,0,55.72
2.3,63.3,7,9.8,92.2,0,0,3,3.4,0,53.11
8.8,49.6,5,8.4,62.2,1,1,3,18.8,1,64.79
5.4,41.4,5,9.5,72.5,0,1,1,4.7,1,49.91
9.1,85.4,1,8.6,43.2,1,0,1,15.9,1,50.88
8.2,67.5,5,7.6,86.3,0,0,1,0.7,1,74.91
4.8,57.4,4,5.2,97.7,1,1,3,9.8,0,55.7
1.2,94.0,2,8.0,48.8,0,1,2,20.5,0,32.12
3.4,47.0,5,7.7,64.6,0,1,4,14.8,1,37.42
5.9,97.4,7,7.6,36.0,1,0,1,29.4,1,46.97
6.7,58.8,8,6.9,69.1,0,1,2,26.3,0,52.3
3.3,93.3,0,7.2,65.2,0,0,3,11.1,1,38.12
2.3,76.2,2,6.0,40.1,0,0,1,1.8,0,20.34
8.5,89.6,2,7.1,60.9,0,1,3,25.4,0,56.13
9.9,99.0,10,5.2,53.4,0,1,2,27.4,0,67.99
5.7,57.3,7,8.8,66.5,1,0,1,24.7,1,46.41
2.5,97.7,0,5.1,71.0,0,0,1,4.3,1,45.22
3.5,63.4,4,4.5,30.6,0,1,1,29.9,1,12.61
1.2,63.1,2,6.6,83.3,1,1,1,8.1,1,41.13
9.2,60.4,1,7.9,79.9,1,1,2,21.9,1,55.7
2.1,72.5,7,6.6,55.6,1,0,1,27.3,0,29.66
6.2,49.2,2,5.7,33.7,0,0,4,7.5,1,27.78
3.5,73.2,6,7.3,82.8,0,1,4,27.3,0,52.38
6.0,72.5,10,6.1,96.9,0,0,3,9.6,0,61.77
6.9,85.7,0,9.6,46.8,0,0,1,29.3,0,33.25
8.5,90.0,5,9.5,52.6,1,1,4,8.8,1,69.25
2.9,66.4,2,7.0,42.9,1,0,4,28.6,1,25.08
1.1,58.1,7,6.0,70.4,0,1,4,2.1,1,38.87
2.2,55.6,5,8.4,40.8,0,1,2,21.4,1,19.89
9.1,51.7,1,4.2,54.9,0,0,1,16.2,1,36.06
8.9,43.5,5,6.8,78.8,0,0,2,14.6,1,53.96
6.4,60.5,6,6.0,69.2,1,1,2,7.1,1,58.5
6.4,56.2,4,9.5,57.1,1,0,4,21.3,1,44.81
7.0,98.0,2,4.1,59.4,0,1,4,6.1,0,46.4
2.6,73.5,3,7.3,69.3,1,0,3,16.8,1,44.76
9.2,60.8,3,8.4,30.4,0,0,1,8.0,0,33.64
4.8,74.8,5,6.9,35.5,0,0,1,28.7,0,23.62
4.4,48.4,9,4.5,91.7,1,1,4,1.3,0,69.52
5.7,66.6,0,9.8,35.5,0,0,4,6.4,0,27.91
1.4,77.6,10,7.1,79.5,1,1,1,7.6,1,55.48
2.5,69.3,3,7.7,94.4,0,1,3,12.7,1,51.36
7.6,64.1,9,5.4,48.9,1,1,4,7.4,0,68.15
1.7,99.6,3,6.9,55.9,0,0,3,15.0,0,26.45
6.4,92.8,9,6.6,69.8,1,1,2,26.2,0,67.15
3.2,77.4,0,4.4,91.7,0,1,4,21.5,1,34.79
4.5,74.2,8,4.6,95.9,0,0,2,17.6,0,55.79
3.6,77.2,3,9.0,81.8,1,1,4,3.1,0,59.31
4.2,52.1,6,5.4,36.1,0,1,2,21.0,1,22.84
7.5,63.7,2,5.2,76.8,1,0,4,5.4,0,55.11
3.7,42.4,9,7.0,58.7,1,1,3,23.7,1,39.11
6.1,68.5,2,8.6,62.9,0,0,3,7.9,1,47.86
5.3,72.6,7,4.4,33.4,0,1,3,12.8,0,41.82
7.0,53.7,7,7.5,43.4,0,1,2,10.8,0,41.21
9.4,97.8,10,4.7,85.3,0,0,3,25.8,0,78.24
7.6,94.6,0,4.2,61.8,1,1,2,4.2,1,58.92
2.9,83.3,9,4.3,51.1,0,1,4,17.2,1,50.92
1.3,72.0,1,9.0,56.9,0,1,2,4.7,1,22.63
3.4,92.2,7,4.7,89.8,0,0,4,21.3,0,54.85
6.4,47.8,0,4.3,82.4,1,0,1,27.2,0,35.12
1.5,87.4,7,6.6,49.1,0,0,1,13.3,0,29.59
5.5,47.5,7,9.1,38.2,1,0,1,14.9,0,26.06
6.4,87.7,1,5.6,47.6,0,0,2,27.9,0,32.75
4.0,56.5,3,6.5,94.5,1,1,1,15.9,0,54.94
7.9,92.6,5,4.2,70.7,0,0,1,14.9,1,59.83
2.0,96.6,10,6.7,67.3,0,0,1,17.6,1,45.53
1.7,48.9,8,7.5,71.7,1,0,4,20.8,1,40.58
7.6,67.8,7,7.4,55.6,0,1,3,3.7,0,68.39
5.5,98.9,7,6.0,86.5,0,1,2,24.7,1,70.91
7.2,69.0,6,5.9,66.6,0,0,1,13.3,1,56.23
4.9,91.8,8,4.6,38.2,1,1,4,2.6,1,58.69
3.2,75.3,1,6.2,39.0,0,1,3,23.7,0,15.78
8.4,62.5,2,4.6,67.6,1,1,3,11.6,0,54.16
8.2,57.1,9,8.6,95.6,1,1,3,3.5,1,89.75
7.3,52.2,7,9.8,51.6,1,0,4,19.2,0,56.97
3.4,85.7,5,9.8,90.9,0,0,1,26.5,0,56.54
6.3,63.2,9,9.2,83.5,1,1,3,26.7,0,74.9
4.2,70.7,8,7.6,47.3,1,1,4,28.8,0,39.55
1.8,69.5,9,8.2,32.5,0,1,4,26.1,1,33.13
9.3,74.6,3,5.7,37.1,1,1,2,0.6,0,57.2
2.2,91.9,7,7.8,81.0,1,0,4,11.7,1,63.86
9.6,98.8,9,6.7,44.0,0,1,3,24.6,1,68.28
5.0,64.5,2,6.9,56.0,0,0,3,11.3,0,45.92
2.7,89.7,2,8.5,65.1,1,1,4,18.2,0,38.96
5.9,85.9,7,5.7,80.8,0,0,3,18.4,0,55.37
8.9,74.4,4,5.9,37.9,0,1,4,11.3,1,54.41
7.6,97.4,2,9.5,58.4,0,0,3,27.2,1,62.92
8.3,52.0,9,4.3,64.0,1,0,2,15.3,1,57.97
6.9,46.6,10,6.9,67.9,1,0,1,14.2,1,59.62
7.2,91.2,0,9.5,87.3,0,1,2,29.9,1,64.14
8.6,66.3,2,7.7,42.0,1,0,2,15.1,1,46.5
3.2,90.8,8,7.3,86.5,0,1,1,5.8,1,63.1
5.4,93.6,4,5.5,78.5,0,0,3,15.6,0,55.85
3.0,43.7,9,6.1,68.9,0,0,1,24.5,1,36.29
9.9,93.0,1,9.1,79.0,0,1,4,23.4,1,77.86
9.5,66.9,6,7.4,58.8,0,0,1,23.8,1,62.27
1.4,70.6,1,7.1,39.7,1,1,2,21.4,1,19.46
7.4,77.6,3,4.6,76.6,1,1,1,8.0,0,60.48
9.3,95.6,6,4.1,66.7,1,1,3,25.9,1,73.71
2.6,41.1,3,9.8,74.8,1,1,2,26.9,1,37.78
6.1,68.6,6,6.3,53.7,0,0,4,6.2,0,48.94
9.2,81.3,6,7.6,93.5,0,0,3,4.3,0,81.3
1.3,83.4,0,4.5,71.1,1,1,2,29.3,1,31.7
7.3,81.6,5,8.1,36.0,1,0,4,26.1,1,56.3
3.7,48.1,8,9.6,61.5,0,0,3,26.9,1,34.11
9.3,58.0,1,7.5,82.9,0,1,4,26.6,1,60.53
9.7,61.5,2,4.8,85.6,0,0,1,16.5,1,55.04
9.5,88.3,9,7.5,64.6,1,1,1,19.6,1,78.94
5.3,56.7,4,8.6,92.6,0,0,4,16.6,0,56.2
8.8,52.6,8,6.4,48.7,0,0,1,2.0,0,56.17
8.6,97.4,3,9.3,58.7,1,1,4,22.5,1,69.72
3.9,40.5,0,7.9,92.9,1,0,3,15.4,1,33.2
8.5,99.9,3,9.4,92.7,1,0,2,19.6,1,75.54
1.3,80.6,5,7.7,78.0,0,1,4,15.3,0,48.12
6.4,89.7,4,4.8,90.1,0,0,2,15.0,1,49.75
3.1,57.7,0,5.9,36.2,1,1,2,5.6,0,23.35
2.1,40.9,3,5.2,90.5,0,0,4,8.7,0,35.7
1.7,84.3,5,9.5,52.4,0,1,1,5.2,1,44.87
7.3,90.0,9,8.6,42.5,0,1,3,6.3,0,64.17
4.1,84.4,9,8.1,46.8,1,1,2,29.2,1,41.99
7.5,48.6,3,5.8,59.3,1,1,3,5.0,0,52.03
1.6,85.2,8,5.1,47.6,0,1,2,8.4,1,43.86
3.8,86.1,4,8.5,52.4,0,0,4,17.9,1,45.65
5.9,79.5,7,6.8,39.4,0,0,1,18.5,0,35.97
8.1,86.0,8,5.4,50.7,0,1,3,5.0,0,64.99
3.9,90.8,9,7.7,70.1,1,0,2,23.9,0,54.72
6.6,76.8,4,4.2,60.9,1,1,4,23.7,1,49.91
9.0,45.3,5,6.0,54.3,0,0,4,7.5,0,54.71
6.5,69.3,0,6.8,82.3,0,0,2,9.0,0,41.22
3.1,44.7,10,4.9,92.5,1,1,2,28.2,1,50.5
1.2,64.5,6,9.9,83.0,0,1,2,24.9,1,38.4
8.8,64.4,3,5.3,53.2,1,0,1,21.1,0,38.11
1.2,44.0,10,4.8,82.1,0,0,2,2.9,0,41.06
8.9,60.9,1,5.2,40.6,1,1,2,12.8,0,46.55
5.8,46.7,4,8.6,39.1,0,0,1,17.0,1,27.82
9.5,88.5,2,6.6,54.2,0,0,4,6.0,1,55.07
8.2,96.9,5,7.4,86.5,1,1,2,13.7,0,82.8
10.0,44.3,7,4.1,47.2,1,0,3,18.2,1,62.01
4.2,97.3,6,4.2,34.4,0,1,4,10.2,0,37.5
7.9,71.4,2,6.7,39.2,0,1,3,23.5,0,35.99
4.6,58.0,7,8.9,90.1,1,1,2,25.3,1,64.28
5.3,44.6,1,9.3,74.4,1,0,1,10.0,0,46.49
6.6,70.0,9,4.5,47.7,0,0,1,25.2,0,39.38
8.9,87.7,8,7.2,68.9,0,1,1,3.6,1,72.36
9.9,82.4,3,9.5,66.9,1,1,2,25.2,0,70.77
7.9,43.0,0,6.3,75.9,1,0,2,5.0,0,50.13
4.8,44.4,7,9.0,46.3,1,0,3,2.9,1,46.24
4.8,64.2,6,4.8,90.5,1,0,1,19.4,0,49.32
7.6,57.7,10,9.6,51.7,1,1,2,14.4,0,69.18
3.1,53.9,4,8.5,78.6,0,1,4,27.3,1,44.12
2.0,56.9,9,9.6,31.1,0,0,2,11.2,1,25.85
4.2,88.2,4,8.1,56.1,1,0,2,9.0,1,48.94
3.6,95.8,6,6.2,54.6,0,0,4,15.3,0,38.2
3.7,64.3,4,9.6,68.0,0,1,1,14.0,1,46.15
3.1,94.4,7,5.7,35.1,1,1,4,10.7,0,42.72
1.4,59.3,10,6.0,85.3,0,0,1,21.0,1,41.58
1.2,68.6,5,8.2,45.2,0,0,4,22.9,0,21.6
9.9,53.6,4,8.6,77.4,0,1,3,25.7,0,63.2
4.8,78.4,8,9.6,86.2,1,1,1,29.2,1,70.6
4.5,98.7,10,5.2,69.3,1,0,2,8.4,0,67.41
7.1,76.2,1,8.8,81.9,0,0,3,21.6,0,51.83
3.0,61.5,0,8.4,76.3,0,0,1,12.1,1,34.01
9.5,78.9,7,4.4,54.9,0,1,1,20.5,0,59.88
8.1,47.4,2,6.3,86.6,0,0,1,14.5,0,46.74
1.8,93.3,10,5.7,50.6,0,1,4,29.8,0,40.8
4.8,70.2,6,5.8,70.0,0,1,1,22.0,1,45.97
8.9,67.0,9,9.9,82.2,1,0,2,28.6,1,80.61
9.5,75.2,10,7.9,56.5,0,0,1,25.1,1,65.18
5.2,77.5,7,8.3,51.2,0,1,2,27.1,1,45.66
6.5,44.3,5,9.9,62.2,1,0,2,24.5,1,56.09
2.5,81.0,9,6.3,87.3,0,1,2,14.0,1,63.48
9.9,54.5,8,8.8,95.1,0,0,3,7.9,1,81.53
3.1,82.8,6,6.6,68.2,0,0,2,11.4,1,48.1
9.5,89.4,9,9.2,76.3,0,0,4,1.1,0,88.82
6.8,88.2,4,5.1,93.2,1,0,1,16.0,0,65.59
6.5,73.2,7,9.7,36.9,0,1,4,15.4,0,51.58
5.6,71.2,1,5.3,46.2,1,1,3,16.0,0,40.19
3.1,48.6,6,6.0,79.6,0,1,1,29.2,1,38.02
2.6,86.5,3,8.5,87.7,0,0,2,27.4,0,41.08
3.0,56.3,8,6.4,90.0,1,1,1,5.3,0,61.13
2.7,69.8,0,7.6,59.1,0,1,3,11.4,0,28.43
8.0,57.1,6,6.7,36.3,1,1,3,13.0,0,50.02
4.2,48.0,5,8.5,60.6,1,0,4,11.1,0,43.78
1.5,77.8,7,5.4,46.2,1,1,1,24.1,1,30.97
9.7,43.3,4,4.4,50.4,0,0,1,16.0,1,42.06
9.0,84.9,0,5.8,84.1,0,0,1,17.4,0,52.52
9.3,59.1,0,6.8,35.3,0,1,4,25.7,0,31.86
10.0,40.0,8,5.0,87.9,0,0,3,24.3,0,61.17
2.6,70.7,9,6.1,59.9,1,1,2,4.4,0,43.89
4.6,42.8,5,6.4,71.7,0,1,1,21.6,1,34.29
7.8,56.6,9,4.3,36.3,0,1,4,13.3,0,48.45
7.3,82.4,4,7.5,53.6,1,1,4,9.2,1,63.7
2.4,43.8,0,9.3,36.3,1,1,2,2.0,0,16.35
8.3,90.4,5,4.9,97.3,0,0,3,14.9,1,65.63
3.0,40.2,5,7.6,86.5,1,1,1,11.0,1,53.59
3.0,54.8,2,8.0,62.2,1,0,1,7.9,1,36.95
5.8,84.5,7,6.5,45.7,1,1,4,21.0,0,55.43
6.3,59.0,0,8.2,95.3,1,1,3,23.2,0,62.83
6.2,46.1,0,6.5,54.1,1,1,1,7.7,1,31.39
1.8,61.6,5,7.0,41.3,0,0,2,2.0,0,30.46
8.9,56.2,9,4.0,69.4,0,0,3,25.5,0,54.11
3.4,90.6,0,8.2,96.1,0,0,3,0.8,1,56.02
2.2,58.8,5,8.0,30.3,0,0,4,28.1,0,9.16
9.0,87.3,0,4.2,46.7,0,1,4,19.0,1,47.87
9.6,93.5,5,6.2,95.7,0,1,1,10.0,0,82.89
8.8,66.0,2,9.9,42.0,0,0,4,7.8,0,48.0
8.3,94.6,7,6.5,37.9,1,0,3,0.8,1,69.6
6.9,62.6,5,7.0,69.9,0,0,1,7.4,1,53.67
6.0,97.8,10,9.5,90.3,0,1,1,4.6,1,83.7
1.8,45.4,0,8.3,63.4,0,0,3,18.6,1,15.05
4.7,81.2,4,7.5,99.6,1,0,1,5.4,0,66.86
4.4,69.6,7,8.8,77.5,0,1,2,16.1,0,52.15
3.3,63.3,2,9.2,35.2,0,0,2,17.9,0,21.09
7.5,78.0,5,6.7,99.5,1,1,1,9.3,1,83.9
5.5,82.2,4,6.9,58.6,0,1,4,1.5,0,46.26
1.7,40.3,5,6.3,50.1,0,1,2,1.6,0,27.37
3.0,50.0,9,9.8,69.1,1,1,1,1.3,0,62.64
7.1,82.8,0,8.2,51.3,0,1,2,22.3,1,43.42
1.7,80.0,6,4.5,36.1,1,0,4,9.9,1,33.81
8.7,98.0,8,9.2,30.1,0,0,3,24.0,0,61.28
5.5,85.7,1,6.9,61.5,0,1,1,13.2,0,39.44
5.3,97.0,9,4.4,88.6,0,1,1,13.9,1,71.52
6.3,82.2,4,7.3,70.1,1,0,1,15.6,1,50.6
8.4,57.9,9,6.5,99.9,1,0,1,21.5,1,78.62
4.1,46.3,3,9.3,50.1,1,1,1,8.6,1,37.89
7.1,86.9,5,5.2,49.6,0,0,1,4.1,0,50.1
6.1,78.6,5,9.0,41.2,0,0,4,16.9,1,51.14
3.4,42.9,10,7.3,41.5,1,1,3,10.1,0,37.69
8.9,61.6,1,4.3,50.0,1,0,4,13.6,1,44.78
8.2,97.4,1,9.8,85.5,0,0,4,19.6,0,75.39
6.9,70.0,3,7.1,93.4,0,0,3,15.1,0,58.53
8.7,66.0,0,5.7,98.3,0,0,4,18.8,1,62.66
8.8,67.5,8,6.8,46.3,0,1,2,16.6,0,56.62
7.4,52.5,6,9.1,91.7,1,0,4,22.3,0,64.66
8.5,62.1,6,5.8,53.0,0,1,1,21.3,0,55.48
7.3,62.2,2,5.2,37.9,0,0,2,16.3,1,28.78
7.1,43.1,10,4.8,90.9,0,1,2,20.5,1,61.4
6.6,86.1,2,5.8,74.5,0,1,3,26.3,1,50.85
7.8,65.0,0,8.7,41.5,0,0,4,13.3,0,28.35
2.4,89.3,2,6.8,60.1,0,1,4,12.7,0,33.59
8.9,91.0,2,5.4,50.1,0,1,2,23.0,0,44.4
8.8,52.7,3,5.0,81.6,1,1,4,17.7,0,64.8
1.3,79.4,3,6.0,61.7,1,1,4,2.6,1,38.71
8.4,68.3,2,9.6,99.2,1,1,3,26.8,0,75.37
2.2,92.8,9,6.1,33.8,0,0,2,1.4,0,42.55
4.0,52.9,7,9.9,54.9,1,1,1,22.6,0,44.68
7.7,80.7,7,6.9,63.7,0,1,2,22.9,1,61.47
2.4,76.5,0,5.1,65.2,0,0,3,28.6,0,19.41
8.4,57.7,6,9.3,52.1,0,0,3,2.1,1,53.41
8.5,48.2,10,6.8,81.0,0,1,3,18.1,1,72.92
5.6,79.1,1,8.3,91.2,1,0,4,13.1,0,55.91
1.1,84.3,0,9.9,95.7,0,0,2,10.3,0,42.4
3.6,58.9,2,4.3,86.4,0,0,4,3.2,0,51.58
6.6,78.7,3,4.6,89.5,1,0,4,17.1,0,62.87
9.8,63.7,5,8.3,68.5,1,0,2,14.6,1,60.5
6.7,82.8,9,5.7,87.8,1,0,3,3.6,1,79.52
3.3,52.0,4,5.1,51.2,0,1,1,18.6,1,24.58
6.7,93.4,3,4.2,57.9,1,1,1,22.3,1,50.81
5.9,57.2,7,4.1,52.2,0,0,2,23.1,1,34.54
8.0,62.1,10,8.6,62.7,0,0,2,27.2,1,63.17
2.0,43.5,3,4.8,50.0,1,1,3,12.6,1,18.0
7.8,46.7,9,6.8,97.3,1,0,2,28.6,1,67.38
5.9,71.0,1,7.6,51.9,1,1,2,26.0,1,42.18
9.7,56.1,2,6.6,36.9,0,0,3,9.2,1,39.27
4.1,90.1,5,4.2,66.9,0,1,3,5.2,0,51.99
6.7,40.9,7,8.7,34.0,0,1,4,13.3,0,35.44
9.4,62.7,7,4.1,37.7,0,0,2,12.4,0,54.28
1.9,60.2,10,8.6,45.4,0,0,1,17.5,1,29.67
9.4,41.2,8,9.4,62.5,0,0,2,17.7,0,57.87
7.2,47.5,6,6.6,60.3,1,0,1,22.6,1,48.68
1.6,64.8,1,7.2,86.0,0,1,1,15.5,1,30.84
3.7,69.6,7,6.9,81.8,1,0,1,3.6,0,55.81
7.4,64.3,6,6.3,59.8,1,1,4,25.8,1,61.32
1.6,71.9,7,9.3,53.4,1,0,3,9.6,0,44.31
6.2,75.7,2,9.4,52.2,1,1,3,29.2,1,50.31
4.1,40.6,6,6.0,84.2,1,0,4,4.0,1,53.3
6.6,67.8,9,7.7,33.6,0,0,3,28.8,0,40.52
1.4,97.8,8,9.6,30.9,0,1,4,3.2,0,51.89
8.8,71.1,2,9.8,85.7,0,0,2,7.3,0,69.54
9.8,80.7,9,7.1,63.4,0,0,4,1.9,0,74.74
9.7,58.7,5,6.7,39.2,1,0,3,21.3,0,49.95
7.7,86.4,1,5.7,46.5,1,0,3,25.6,0,39.95
2.2,86.4,1,9.8,95.3,1,0,2,13.3,1,51.33
7.8,71.3,4,4.9,90.2,0,1,4,27.9,1,58.96
1.2,98.6,4,7.5,79.7,0,0,2,17.9,1,40.74
1.2,47.5,6,5.7,63.8,0,1,1,19.1,1,33.0
3.9,41.0,1,5.7,66.4,0,0,4,25.4,0,23.45
5.4,86.2,10,6.4,98.3,1,0,2,9.3,1,70.58
7.9,88.4,6,10.0,97.6,1,1,2,11.0,1,94.74
7.1,47.2,4,4.3,45.1,0,1,3,27.2,0,35.77
5.0,55.9,5,7.5,86.8,0,1,4,27.1,1,52.38
3.5,41.1,7,4.5,43.8,1,1,1,29.3,0,25.61
10.0,57.6,9,4.9,44.9,1,1,1,27.1,0,53.49
4.8,86.4,3,6.6,77.3,1,0,4,4.3,0,55.51
5.1,71.1,6,7.1,58.4,1,1,4,24.8,1,59.24
2.5,60.9,5,5.6,95.2,0,1,2,12.6,0,44.68
8.2,62.3,9,5.9,36.2,1,0,3,29.7,1,43.12
7.2,40.1,1,4.5,65.8,1,0,3,14.4,1,39.84
3.0,58.0,7,5.8,94.3,1,1,3,16.8,1,57.92
1.7,78.8,9,9.8,93.3,1,1,4,16.1,0,72.17
7.1,98.5,8,9.7,41.0,0,1,3,10.0,0,64.05
6.9,90.8,4,6.0,55.7,0,0,2,2.7,0,49.93
3.5,41.4,9,7.4,73.3,0,1,4,26.9,1,51.61
9.6,93.9,3,9.5,41.2,0,0,4,24.2,1,58.3
2.4,87.0,5,4.0,97.8,0,0,3,4.6,0,49.24
4.9,86.8,7,8.9,94.0,0,0,1,23.4,1,69.01
9.5,67.5,10,9.7,41.7,1,0,1,19.0,0,65.06
4.8,63.9,2,4.5,38.5,1,1,2,12.6,0,27.51
